Tiempo PosicionX_Euler PosicionY_Euler PosicionX_Leapfrog PosicionX_Leapfrog
0 1.496e+11 0 1.496e+11 0
3600 1.496e+11 1.07219e+08 1.496e+11 1.07219e+08
7200 1.496e+11 2.14438e+08 1.496e+11 2.14438e+08
10800 1.496e+11 3.21656e+08 1.496e+11 3.21656e+08
14400 1.496e+11 4.28875e+08 1.49599e+11 4.28874e+08
18000 1.49599e+11 5.36093e+08 1.49599e+11 5.36093e+08
21600 1.49599e+11 6.43311e+08 1.49599e+11 6.4331e+08
25200 1.49598e+11 7.50529e+08 1.49598e+11 7.50528e+08
28800 1.49598e+11 8.57746e+08 1.49598e+11 8.57745e+08
32400 1.49597e+11 9.64963e+08 1.49597e+11 9.64962e+08
36000 1.49597e+11 1.07218e+09 1.49596e+11 1.07218e+09
39600 1.49596e+11 1.17939e+09 1.49595e+11 1.17939e+09
43200 1.49595e+11 1.28661e+09 1.49594e+11 1.28661e+09
46800 1.49594e+11 1.39382e+09 1.49594e+11 1.39382e+09
50400 1.49593e+11 1.50104e+09 1.49592e+11 1.50104e+09
54000 1.49592e+11 1.60825e+09 1.49591e+11 1.60825e+09
57600 1.49591e+11 1.71546e+09 1.4959e+11 1.71546e+09
61200 1.4959e+11 1.82267e+09 1.49589e+11 1.82267e+09
64800 1.49588e+11 1.92989e+09 1.49588e+11 1.92988e+09
68400 1.49587e+11 2.03709e+09 1.49586e+11 2.03709e+09
72000 1.49585e+11 2.1443e+09 1.49585e+11 2.1443e+09
75600 1.49584e+11 2.25151e+09 1.49583e+11 2.2515e+09
79200 1.49582e+11 2.35872e+09 1.49581e+11 2.35871e+09
82800 1.49581e+11 2.46592e+09 1.4958e+11 2.46591e+09
86400 1.49579e+11 2.57312e+09 1.49578e+11 2.57312e+09
90000 1.49577e+11 2.68033e+09 1.49576e+11 2.68032e+09
93600 1.49575e+11 2.78753e+09 1.49574e+11 2.78752e+09
97200 1.49573e+11 2.89473e+09 1.49572e+11 2.89472e+09
100800 1.49571e+11 3.00193e+09 1.4957e+11 3.00191e+09
104400 1.49569e+11 3.10912e+09 1.49568e+11 3.10911e+09
108000 1.49567e+11 3.21632e+09 1.49565e+11 3.2163e+09
111600 1.49564e+11 3.32351e+09 1.49563e+11 3.3235e+09
115200 1.49562e+11 3.4307e+09 1.49561e+11 3.43069e+09
118800 1.49559e+11 3.53789e+09 1.49558e+11 3.53788e+09
122400 1.49557e+11 3.64508e+09 1.49556e+11 3.64506e+09
126000 1.49554e+11 3.75226e+09 1.49553e+11 3.75225e+09
129600 1.49552e+11 3.85945e+09 1.4955e+11 3.85943e+09
133200 1.49549e+11 3.96663e+09 1.49547e+11 3.96661e+09
136800 1.49546e+11 4.07381e+09 1.49545e+11 4.07379e+09
140400 1.49543e+11 4.18099e+09 1.49542e+11 4.18097e+09
144000 1.4954e+11 4.28816e+09 1.49539e+11 4.28814e+09
147600 1.49537e+11 4.39534e+09 1.49535e+11 4.39532e+09
151200 1.49534e+11 4.50251e+09 1.49532e+11 4.50249e+09
154800 1.49531e+11 4.60968e+09 1.49529e+11 4.60965e+09
158400 1.49527e+11 4.71685e+09 1.49526e+11 4.71682e+09
162000 1.49524e+11 4.82401e+09 1.49522e+11 4.82398e+09
165600 1.4952e+11 4.93117e+09 1.49519e+11 4.93114e+09
169200 1.49517e+11 5.03833e+09 1.49515e+11 5.0383e+09
172800 1.49513e+11 5.14549e+09 1.49511e+11 5.14546e+09
176400 1.4951e+11 5.25264e+09 1.49508e+11 5.25261e+09
180000 1.49506e+11 5.35979e+09 1.49504e+11 5.35976e+09
183600 1.49502e+11 5.46694e+09 1.495e+11 5.46691e+09
187200 1.49498e+11 5.57409e+09 1.49496e+11 5.57405e+09
190800 1.49494e+11 5.68123e+09 1.49492e+11 5.68119e+09
194400 1.4949e+11 5.78837e+09 1.49488e+11 5.78833e+09
198000 1.49486e+11 5.89551e+09 1.49484e+11 5.89547e+09
201600 1.49482e+11 6.00264e+09 1.49479e+11 6.0026e+09
205200 1.49477e+11 6.10977e+09 1.49475e+11 6.10973e+09
208800 1.49473e+11 6.2169e+09 1.49471e+11 6.21685e+09
212400 1.49468e+11 6.32402e+09 1.49466e+11 6.32398e+09
216000 1.49464e+11 6.43115e+09 1.49462e+11 6.4311e+09
219600 1.49459e+11 6.53826e+09 1.49457e+11 6.53821e+09
223200 1.49455e+11 6.64538e+09 1.49452e+11 6.64533e+09
226800 1.4945e+11 6.75249e+09 1.49447e+11 6.75244e+09
230400 1.49445e+11 6.8596e+09 1.49443e+11 6.85954e+09
234000 1.4944e+11 6.9667e+09 1.49438e+11 6.96664e+09
237600 1.49435e+11 7.0738e+09 1.49433e+11 7.07374e+09
241200 1.4943e+11 7.1809e+09 1.49427e+11 7.18084e+09
244800 1.49425e+11 7.28799e+09 1.49422e+11 7.28793e+09
248400 1.4942e+11 7.39508e+09 1.49417e+11 7.39502e+09
252000 1.49414e+11 7.50217e+09 1.49412e+11 7.5021e+09
255600 1.49409e+11 7.60925e+09 1.49406e+11 7.60918e+09
259200 1.49404e+11 7.71633e+09 1.49401e+11 7.71626e+09
262800 1.49398e+11 7.8234e+09 1.49395e+11 7.82333e+09
266400 1.49392e+11 7.93047e+09 1.4939e+11 7.9304e+09
270000 1.49387e+11 8.03754e+09 1.49384e+11 8.03746e+09
273600 1.49381e+11 8.1446e+09 1.49378e+11 8.14452e+09
277200 1.49375e+11 8.25166e+09 1.49372e+11 8.25158e+09
280800 1.49369e+11 8.35871e+09 1.49366e+11 8.35863e+09
284400 1.49363e+11 8.46576e+09 1.4936e+11 8.46567e+09
288000 1.49357e+11 8.5728e+09 1.49354e+11 8.57272e+09
291600 1.49351e+11 8.67984e+09 1.49348e+11 8.67976e+09
295200 1.49345e+11 8.78688e+09 1.49342e+11 8.78679e+09
298800 1.49338e+11 8.89391e+09 1.49335e+11 8.89382e+09
302400 1.49332e+11 9.00094e+09 1.49329e+11 9.00084e+09
306000 1.49326e+11 9.10796e+09 1.49322e+11 9.10786e+09
309600 1.49319e+11 9.21498e+09 1.49316e+11 9.21488e+09
313200 1.49313e+11 9.32199e+09 1.49309e+11 9.32189e+09
316800 1.49306e+11 9.429e+09 1.49302e+11 9.42889e+09
320400 1.49299e+11 9.536e+09 1.49296e+11 9.53589e+09
324000 1.49292e+11 9.643e+09 1.49289e+11 9.64289e+09
327600 1.49285e+11 9.74999e+09 1.49282e+11 9.74988e+09
331200 1.49278e+11 9.85698e+09 1.49275e+11 9.85687e+09
334800 1.49271e+11 9.96396e+09 1.49268e+11 9.96385e+09
338400 1.49264e+11 1.00709e+10 1.4926e+11 1.00708e+10
342000 1.49257e+11 1.01779e+10 1.49253e+11 1.01778e+10
345600 1.4925e+11 1.02849e+10 1.49246e+11 1.02848e+10
349200 1.49242e+11 1.03918e+10 1.49238e+11 1.03917e+10
352800 1.49235e+11 1.04988e+10 1.49231e+11 1.04987e+10
356400 1.49227e+11 1.06058e+10 1.49223e+11 1.06056e+10
360000 1.4922e+11 1.07127e+10 1.49216e+11 1.07126e+10
363600 1.49212e+11 1.08196e+10 1.49208e+11 1.08195e+10
367200 1.49204e+11 1.09266e+10 1.492e+11 1.09264e+10
370800 1.49196e+11 1.10335e+10 1.49192e+11 1.10334e+10
374400 1.49188e+11 1.11404e+10 1.49184e+11 1.11403e+10
378000 1.4918e+11 1.12473e+10 1.49176e+11 1.12472e+10
381600 1.49172e+11 1.13543e+10 1.49168e+11 1.13541e+10
385200 1.49164e+11 1.14612e+10 1.4916e+11 1.1461e+10
388800 1.49156e+11 1.15681e+10 1.49152e+11 1.15679e+10
392400 1.49148e+11 1.1675e+10 1.49144e+11 1.16748e+10
396000 1.49139e+11 1.17819e+10 1.49135e+11 1.17817e+10
399600 1.49131e+11 1.18887e+10 1.49127e+11 1.18886e+10
403200 1.49122e+11 1.19956e+10 1.49118e+11 1.19954e+10
406800 1.49114e+11 1.21025e+10 1.49109e+11 1.21023e+10
410400 1.49105e+11 1.22093e+10 1.49101e+11 1.22092e+10
414000 1.49096e+11 1.23162e+10 1.49092e+11 1.2316e+10
417600 1.49088e+11 1.24231e+10 1.49083e+11 1.24229e+10
421200 1.49079e+11 1.25299e+10 1.49074e+11 1.25297e+10
424800 1.4907e+11 1.26367e+10 1.49065e+11 1.26365e+10
428400 1.49061e+11 1.27436e+10 1.49056e+11 1.27434e+10
432000 1.49051e+11 1.28504e+10 1.49047e+11 1.28502e+10
435600 1.49042e+11 1.29572e+10 1.49038e+11 1.2957e+10
439200 1.49033e+11 1.3064e+10 1.49028e+11 1.30638e+10
442800 1.49024e+11 1.31708e+10 1.49019e+11 1.31706e+10
446400 1.49014e+11 1.32776e+10 1.49009e+11 1.32774e+10
450000 1.49005e+11 1.33844e+10 1.49e+11 1.33842e+10
453600 1.48995e+11 1.34912e+10 1.4899e+11 1.3491e+10
457200 1.48985e+11 1.3598e+10 1.4898e+11 1.35978e+10
460800 1.48976e+11 1.37048e+10 1.48971e+11 1.37045e+10
464400 1.48966e+11 1.38115e+10 1.48961e+11 1.38113e+10
468000 1.48956e+11 1.39183e+10 1.48951e+11 1.3918e+10
471600 1.48946e+11 1.4025e+10 1.48941e+11 1.40248e+10
475200 1.48936e+11 1.41318e+10 1.48931e+11 1.41315e+10
478800 1.48926e+11 1.42385e+10 1.48921e+11 1.42383e+10
482400 1.48916e+11 1.43452e+10 1.4891e+11 1.4345e+10
486000 1.48905e+11 1.4452e+10 1.489e+11 1.44517e+10
489600 1.48895e+11 1.45587e+10 1.4889e+11 1.45584e+10
493200 1.48884e+11 1.46654e+10 1.48879e+11 1.46651e+10
496800 1.48874e+11 1.47721e+10 1.48869e+11 1.47718e+10
500400 1.48863e+11 1.48788e+10 1.48858e+11 1.48785e+10
504000 1.48853e+11 1.49854e+10 1.48847e+11 1.49852e+10
507600 1.48842e+11 1.50921e+10 1.48836e+11 1.50919e+10
511200 1.48831e+11 1.51988e+10 1.48826e+11 1.51985e+10
514800 1.4882e+11 1.53055e+10 1.48815e+11 1.53052e+10
518400 1.48809e+11 1.54121e+10 1.48804e+11 1.54118e+10
522000 1.48798e+11 1.55187e+10 1.48793e+11 1.55185e+10
525600 1.48787e+11 1.56254e+10 1.48781e+11 1.56251e+10
529200 1.48776e+11 1.5732e+10 1.4877e+11 1.57317e+10
532800 1.48765e+11 1.58386e+10 1.48759e+11 1.58383e+10
536400 1.48753e+11 1.59452e+10 1.48747e+11 1.59449e+10
540000 1.48742e+11 1.60518e+10 1.48736e+11 1.60515e+10
543600 1.4873e+11 1.61584e+10 1.48724e+11 1.61581e+10
547200 1.48719e+11 1.6265e+10 1.48713e+11 1.62647e+10
550800 1.48707e+11 1.63716e+10 1.48701e+11 1.63713e+10
554400 1.48695e+11 1.64782e+10 1.48689e+11 1.64779e+10
558000 1.48683e+11 1.65847e+10 1.48678e+11 1.65844e+10
561600 1.48672e+11 1.66913e+10 1.48666e+11 1.6691e+10
565200 1.4866e+11 1.67978e+10 1.48654e+11 1.67975e+10
568800 1.48648e+11 1.69044e+10 1.48641e+11 1.6904e+10
572400 1.48635e+11 1.70109e+10 1.48629e+11 1.70106e+10
576000 1.48623e+11 1.71174e+10 1.48617e+11 1.71171e+10
579600 1.48611e+11 1.72239e+10 1.48605e+11 1.72236e+10
583200 1.48599e+11 1.73304e+10 1.48592e+11 1.73301e+10
586800 1.48586e+11 1.74369e+10 1.4858e+11 1.74366e+10
590400 1.48574e+11 1.75434e+10 1.48567e+11 1.7543e+10
594000 1.48561e+11 1.76499e+10 1.48555e+11 1.76495e+10
597600 1.48548e+11 1.77564e+10 1.48542e+11 1.7756e+10
601200 1.48536e+11 1.78628e+10 1.48529e+11 1.78624e+10
604800 1.48523e+11 1.79693e+10 1.48516e+11 1.79689e+10
608400 1.4851e+11 1.80757e+10 1.48504e+11 1.80753e+10
612000 1.48497e+11 1.81821e+10 1.48491e+11 1.81817e+10
615600 1.48484e+11 1.82885e+10 1.48477e+11 1.82881e+10
619200 1.48471e+11 1.83949e+10 1.48464e+11 1.83945e+10
622800 1.48458e+11 1.85013e+10 1.48451e+11 1.85009e+10
626400 1.48445e+11 1.86077e+10 1.48438e+11 1.86073e+10
630000 1.48431e+11 1.87141e+10 1.48424e+11 1.87137e+10
633600 1.48418e+11 1.88205e+10 1.48411e+11 1.88201e+10
637200 1.48404e+11 1.89269e+10 1.48397e+11 1.89264e+10
640800 1.48391e+11 1.90332e+10 1.48384e+11 1.90328e+10
644400 1.48377e+11 1.91395e+10 1.4837e+11 1.91391e+10
648000 1.48363e+11 1.92459e+10 1.48356e+11 1.92454e+10
651600 1.4835e+11 1.93522e+10 1.48343e+11 1.93518e+10
655200 1.48336e+11 1.94585e+10 1.48329e+11 1.94581e+10
658800 1.48322e+11 1.95648e+10 1.48315e+11 1.95644e+10
662400 1.48308e+11 1.96711e+10 1.48301e+11 1.96706e+10
666000 1.48294e+11 1.97774e+10 1.48286e+11 1.97769e+10
669600 1.48279e+11 1.98837e+10 1.48272e+11 1.98832e+10
673200 1.48265e+11 1.99899e+10 1.48258e+11 1.99894e+10
676800 1.48251e+11 2.00962e+10 1.48244e+11 2.00957e+10
680400 1.48236e+11 2.02024e+10 1.48229e+11 2.02019e+10
684000 1.48222e+11 2.03087e+10 1.48215e+11 2.03082e+10
687600 1.48207e+11 2.04149e+10 1.482e+11 2.04144e+10
691200 1.48193e+11 2.05211e+10 1.48185e+11 2.05206e+10
694800 1.48178e+11 2.06273e+10 1.48171e+11 2.06268e+10
698400 1.48163e+11 2.07335e+10 1.48156e+11 2.0733e+10
702000 1.48148e+11 2.08397e+10 1.48141e+11 2.08391e+10
705600 1.48133e+11 2.09458e+10 1.48126e+11 2.09453e+10
709200 1.48118e+11 2.1052e+10 1.48111e+11 2.10514e+10
712800 1.48103e+11 2.11581e+10 1.48096e+11 2.11576e+10
716400 1.48088e+11 2.12643e+10 1.4808e+11 2.12637e+10
720000 1.48073e+11 2.13704e+10 1.48065e+11 2.13698e+10
723600 1.48058e+11 2.14765e+10 1.4805e+11 2.14759e+10
727200 1.48042e+11 2.15826e+10 1.48034e+11 2.1582e+10
730800 1.48027e+11 2.16887e+10 1.48019e+11 2.16881e+10
734400 1.48011e+11 2.17948e+10 1.48003e+11 2.17942e+10
738000 1.47996e+11 2.19008e+10 1.47988e+11 2.19003e+10
741600 1.4798e+11 2.20069e+10 1.47972e+11 2.20063e+10
745200 1.47964e+11 2.21129e+10 1.47956e+11 2.21123e+10
748800 1.47948e+11 2.2219e+10 1.4794e+11 2.22184e+10
752400 1.47932e+11 2.2325e+10 1.47924e+11 2.23244e+10
756000 1.47916e+11 2.2431e+10 1.47908e+11 2.24304e+10
759600 1.479e+11 2.2537e+10 1.47892e+11 2.25364e+10
763200 1.47884e+11 2.2643e+10 1.47876e+11 2.26424e+10
766800 1.47868e+11 2.2749e+10 1.4786e+11 2.27484e+10
770400 1.47851e+11 2.28549e+10 1.47843e+11 2.28543e+10
774000 1.47835e+11 2.29609e+10 1.47827e+11 2.29603e+10
777600 1.47819e+11 2.30668e+10 1.4781e+11 2.30662e+10
781200 1.47802e+11 2.31728e+10 1.47794e+11 2.31721e+10
784800 1.47785e+11 2.32787e+10 1.47777e+11 2.3278e+10
788400 1.47769e+11 2.33846e+10 1.4776e+11 2.33839e+10
792000 1.47752e+11 2.34905e+10 1.47744e+11 2.34898e+10
795600 1.47735e+11 2.35964e+10 1.47727e+11 2.35957e+10
799200 1.47718e+11 2.37022e+10 1.4771e+11 2.37016e+10
802800 1.47701e+11 2.38081e+10 1.47693e+11 2.38074e+10
806400 1.47684e+11 2.39139e+10 1.47676e+11 2.39133e+10
810000 1.47667e+11 2.40198e+10 1.47658e+11 2.40191e+10
813600 1.4765e+11 2.41256e+10 1.47641e+11 2.41249e+10
817200 1.47633e+11 2.42314e+10 1.47624e+11 2.42307e+10
820800 1.47615e+11 2.43372e+10 1.47606e+11 2.43365e+10
824400 1.47598e+11 2.4443e+10 1.47589e+11 2.44423e+10
828000 1.4758e+11 2.45488e+10 1.47571e+11 2.4548e+10
831600 1.47563e+11 2.46545e+10 1.47554e+11 2.46538e+10
835200 1.47545e+11 2.47603e+10 1.47536e+11 2.47595e+10
838800 1.47527e+11 2.4866e+10 1.47518e+11 2.48652e+10
842400 1.47509e+11 2.49717e+10 1.475e+11 2.4971e+10
846000 1.47491e+11 2.50774e+10 1.47482e+11 2.50767e+10
849600 1.47473e+11 2.51831e+10 1.47464e+11 2.51824e+10
853200 1.47455e+11 2.52888e+10 1.47446e+11 2.5288e+10
856800 1.47437e+11 2.53945e+10 1.47428e+11 2.53937e+10
860400 1.47419e+11 2.55001e+10 1.4741e+11 2.54993e+10
864000 1.47401e+11 2.56058e+10 1.47392e+11 2.5605e+10
867600 1.47382e+11 2.57114e+10 1.47373e+11 2.57106e+10
871200 1.47364e+11 2.5817e+10 1.47355e+11 2.58162e+10
874800 1.47345e+11 2.59226e+10 1.47336e+11 2.59218e+10
878400 1.47327e+11 2.60282e+10 1.47317e+11 2.60274e+10
882000 1.47308e+11 2.61338e+10 1.47299e+11 2.6133e+10
885600 1.47289e+11 2.62393e+10 1.4728e+11 2.62385e+10
889200 1.47271e+11 2.63449e+10 1.47261e+11 2.63441e+10
892800 1.47252e+11 2.64504e+10 1.47242e+11 2.64496e+10
896400 1.47233e+11 2.6556e+10 1.47223e+11 2.65551e+10
900000 1.47214e+11 2.66615e+10 1.47204e+11 2.66606e+10
903600 1.47195e+11 2.6767e+10 1.47185e+11 2.67661e+10
907200 1.47175e+11 2.68724e+10 1.47166e+11 2.68716e+10
910800 1.47156e+11 2.69779e+10 1.47146e+11 2.6977e+10
914400 1.47137e+11 2.70834e+10 1.47127e+11 2.70825e+10
918000 1.47117e+11 2.71888e+10 1.47108e+11 2.71879e+10
921600 1.47098e+11 2.72942e+10 1.47088e+11 2.72933e+10
925200 1.47078e+11 2.73996e+10 1.47068e+11 2.73987e+10
928800 1.47059e+11 2.7505e+10 1.47049e+11 2.75041e+10
932400 1.47039e+11 2.76104e+10 1.47029e+11 2.76095e+10
936000 1.47019e+11 2.77158e+10 1.47009e+11 2.77149e+10
939600 1.46999e+11 2.78211e+10 1.46989e+11 2.78202e+10
943200 1.46979e+11 2.79265e+10 1.46969e+11 2.79255e+10
946800 1.46959e+11 2.80318e+10 1.46949e+11 2.80309e+10
950400 1.46939e+11 2.81371e+10 1.46929e+11 2.81362e+10
954000 1.46919e+11 2.82424e+10 1.46909e+11 2.82414e+10
957600 1.46899e+11 2.83477e+10 1.46889e+11 2.83467e+10
961200 1.46879e+11 2.8453e+10 1.46868e+11 2.8452e+10
964800 1.46858e+11 2.85582e+10 1.46848e+11 2.85572e+10
968400 1.46838e+11 2.86635e+10 1.46827e+11 2.86625e+10
972000 1.46817e+11 2.87687e+10 1.46807e+11 2.87677e+10
975600 1.46797e+11 2.88739e+10 1.46786e+11 2.88729e+10
979200 1.46776e+11 2.89791e+10 1.46765e+11 2.89781e+10
982800 1.46755e+11 2.90843e+10 1.46744e+11 2.90832e+10
986400 1.46734e+11 2.91894e+10 1.46724e+11 2.91884e+10
990000 1.46713e+11 2.92946e+10 1.46703e+11 2.92935e+10
993600 1.46692e+11 2.93997e+10 1.46682e+11 2.93987e+10
997200 1.46671e+11 2.95048e+10 1.4666e+11 2.95038e+10
1.0008e+06 1.4665e+11 2.96099e+10 1.46639e+11 2.96089e+10
1.0044e+06 1.46629e+11 2.9715e+10 1.46618e+11 2.9714e+10
1.008e+06 1.46608e+11 2.98201e+10 1.46597e+11 2.9819e+10
1.0116e+06 1.46586e+11 2.99252e+10 1.46575e+11 2.99241e+10
1.0152e+06 1.46565e+11 3.00302e+10 1.46554e+11 3.00291e+10
1.0188e+06 1.46543e+11 3.01352e+10 1.46532e+11 3.01341e+10
1.0224e+06 1.46522e+11 3.02403e+10 1.46511e+11 3.02391e+10
1.026e+06 1.465e+11 3.03453e+10 1.46489e+11 3.03441e+10
1.0296e+06 1.46478e+11 3.04502e+10 1.46467e+11 3.04491e+10
1.0332e+06 1.46456e+11 3.05552e+10 1.46445e+11 3.05541e+10
1.0368e+06 1.46434e+11 3.06602e+10 1.46423e+11 3.0659e+10
1.0404e+06 1.46412e+11 3.07651e+10 1.46401e+11 3.07639e+10
1.044e+06 1.4639e+11 3.087e+10 1.46379e+11 3.08688e+10
1.0476e+06 1.46368e+11 3.09749e+10 1.46357e+11 3.09737e+10
1.0512e+06 1.46346e+11 3.10798e+10 1.46335e+11 3.10786e+10
1.0548e+06 1.46324e+11 3.11847e+10 1.46312e+11 3.11835e+10
1.0584e+06 1.46301e+11 3.12895e+10 1.4629e+11 3.12883e+10
1.062e+06 1.46279e+11 3.13944e+10 1.46268e+11 3.13931e+10
1.0656e+06 1.46256e+11 3.14992e+10 1.46245e+11 3.1498e+10
1.0692e+06 1.46234e+11 3.1604e+10 1.46222e+11 3.16028e+10
1.0728e+06 1.46211e+11 3.17088e+10 1.462e+11 3.17075e+10
1.0764e+06 1.46188e+11 3.18136e+10 1.46177e+11 3.18123e+10
1.08e+06 1.46166e+11 3.19183e+10 1.46154e+11 3.19171e+10
1.0836e+06 1.46143e+11 3.2023e+10 1.46131e+11 3.20218e+10
1.0872e+06 1.4612e+11 3.21278e+10 1.46108e+11 3.21265e+10
1.0908e+06 1.46097e+11 3.22325e+10 1.46085e+11 3.22312e+10
1.0944e+06 1.46074e+11 3.23372e+10 1.46062e+11 3.23359e+10
1.098e+06 1.4605e+11 3.24418e+10 1.46039e+11 3.24406e+10
1.1016e+06 1.46027e+11 3.25465e+10 1.46015e+11 3.25452e+10
1.1052e+06 1.46004e+11 3.26511e+10 1.45992e+11 3.26498e+10
1.1088e+06 1.4598e+11 3.27558e+10 1.45969e+11 3.27545e+10
1.1124e+06 1.45957e+11 3.28604e+10 1.45945e+11 3.28591e+10
1.116e+06 1.45933e+11 3.2965e+10 1.45921e+11 3.29636e+10
1.1196e+06 1.4591e+11 3.30695e+10 1.45898e+11 3.30682e+10
1.1232e+06 1.45886e+11 3.31741e+10 1.45874e+11 3.31727e+10
1.1268e+06 1.45862e+11 3.32786e+10 1.4585e+11 3.32773e+10
1.1304e+06 1.45838e+11 3.33832e+10 1.45826e+11 3.33818e+10
1.134e+06 1.45815e+11 3.34877e+10 1.45802e+11 3.34863e+10
1.1376e+06 1.45791e+11 3.35922e+10 1.45778e+11 3.35908e+10
1.1412e+06 1.45766e+11 3.36966e+10 1.45754e+11 3.36952e+10
1.1448e+06 1.45742e+11 3.38011e+10 1.4573e+11 3.37997e+10
1.1484e+06 1.45718e+11 3.39055e+10 1.45706e+11 3.39041e+10
1.152e+06 1.45694e+11 3.40099e+10 1.45681e+11 3.40085e+10
1.1556e+06 1.45669e+11 3.41143e+10 1.45657e+11 3.41129e+10
1.1592e+06 1.45645e+11 3.42187e+10 1.45632e+11 3.42173e+10
1.1628e+06 1.4562e+11 3.43231e+10 1.45608e+11 3.43216e+10
1.1664e+06 1.45596e+11 3.44274e+10 1.45583e+11 3.4426e+10
1.17e+06 1.45571e+11 3.45318e+10 1.45558e+11 3.45303e+10
1.1736e+06 1.45546e+11 3.46361e+10 1.45534e+11 3.46346e+10
1.1772e+06 1.45521e+11 3.47404e+10 1.45509e+11 3.47389e+10
1.1808e+06 1.45497e+11 3.48447e+10 1.45484e+11 3.48432e+10
1.1844e+06 1.45472e+11 3.49489e+10 1.45459e+11 3.49474e+10
1.188e+06 1.45447e+11 3.50532e+10 1.45434e+11 3.50516e+10
1.1916e+06 1.45421e+11 3.51574e+10 1.45409e+11 3.51559e+10
1.1952e+06 1.45396e+11 3.52616e+10 1.45383e+11 3.52601e+10
1.1988e+06 1.45371e+11 3.53658e+10 1.45358e+11 3.53642e+10
1.2024e+06 1.45346e+11 3.547e+10 1.45333e+11 3.54684e+10
1.206e+06 1.4532e+11 3.55741e+10 1.45307e+11 3.55725e+10
1.2096e+06 1.45295e+11 3.56782e+10 1.45282e+11 3.56767e+10
1.2132e+06 1.45269e+11 3.57824e+10 1.45256e+11 3.57808e+10
1.2168e+06 1.45243e+11 3.58865e+10 1.4523e+11 3.58849e+10
1.2204e+06 1.45218e+11 3.59905e+10 1.45205e+11 3.59889e+10
1.224e+06 1.45192e+11 3.60946e+10 1.45179e+11 3.6093e+10
1.2276e+06 1.45166e+11 3.61986e+10 1.45153e+11 3.6197e+10
1.2312e+06 1.4514e+11 3.63027e+10 1.45127e+11 3.6301e+10
1.2348e+06 1.45114e+11 3.64067e+10 1.45101e+11 3.6405e+10
1.2384e+06 1.45088e+11 3.65106e+10 1.45075e+11 3.6509e+10
1.242e+06 1.45062e+11 3.66146e+10 1.45048e+11 3.66129e+10
1.2456e+06 1.45036e+11 3.67186e+10 1.45022e+11 3.67169e+10
1.2492e+06 1.45009e+11 3.68225e+10 1.44996e+11 3.68208e+10
1.2528e+06 1.44983e+11 3.69264e+10 1.44969e+11 3.69247e+10
1.2564e+06 1.44956e+11 3.70303e+10 1.44943e+11 3.70286e+10
1.26e+06 1.4493e+11 3.71342e+10 1.44916e+11 3.71324e+10
1.2636e+06 1.44903e+11 3.7238e+10 1.4489e+11 3.72363e+10
1.2672e+06 1.44876e+11 3.73418e+10 1.44863e+11 3.73401e+10
1.2708e+06 1.4485e+11 3.74457e+10 1.44836e+11 3.74439e+10
1.2744e+06 1.44823e+11 3.75495e+10 1.44809e+11 3.75477e+10
1.278e+06 1.44796e+11 3.76532e+10 1.44782e+11 3.76515e+10
1.2816e+06 1.44769e+11 3.7757e+10 1.44755e+11 3.77552e+10
1.2852e+06 1.44742e+11 3.78607e+10 1.44728e+11 3.78589e+10
1.2888e+06 1.44715e+11 3.79644e+10 1.44701e+11 3.79626e+10
1.2924e+06 1.44688e+11 3.80681e+10 1.44674e+11 3.80663e+10
1.296e+06 1.4466e+11 3.81718e+10 1.44646e+11 3.817e+10
1.2996e+06 1.44633e+11 3.82755e+10 1.44619e+11 3.82737e+10
1.3032e+06 1.44605e+11 3.83791e+10 1.44591e+11 3.83773e+10
1.3068e+06 1.44578e+11 3.84827e+10 1.44564e+11 3.84809e+10
1.3104e+06 1.4455e+11 3.85863e+10 1.44536e+11 3.85845e+10
1.314e+06 1.44523e+11 3.86899e+10 1.44508e+11 3.8688e+10
1.3176e+06 1.44495e+11 3.87935e+10 1.44481e+11 3.87916e+10
1.3212e+06 1.44467e+11 3.8897e+10 1.44453e+11 3.88951e+10
1.3248e+06 1.44439e+11 3.90005e+10 1.44425e+11 3.89986e+10
1.3284e+06 1.44411e+11 3.9104e+10 1.44397e+11 3.91021e+10
1.332e+06 1.44383e+11 3.92075e+10 1.44369e+11 3.92056e+10
1.3356e+06 1.44355e+11 3.9311e+10 1.44341e+11 3.9309e+10
1.3392e+06 1.44327e+11 3.94144e+10 1.44312e+11 3.94125e+10
1.3428e+06 1.44299e+11 3.95178e+10 1.44284e+11 3.95159e+10
1.3464e+06 1.4427e+11 3.96212e+10 1.44256e+11 3.96193e+10
1.35e+06 1.44242e+11 3.97246e+10 1.44227e+11 3.97226e+10
1.3536e+06 1.44213e+11 3.9828e+10 1.44199e+11 3.9826e+10
1.3572e+06 1.44185e+11 3.99313e+10 1.4417e+11 3.99293e+10
1.3608e+06 1.44156e+11 4.00346e+10 1.44142e+11 4.00326e+10
1.3644e+06 1.44128e+11 4.01379e+10 1.44113e+11 4.01359e+10
1.368e+06 1.44099e+11 4.02412e+10 1.44084e+11 4.02392e+10
1.3716e+06 1.4407e+11 4.03445e+10 1.44055e+11 4.03424e+10
1.3752e+06 1.44041e+11 4.04477e+10 1.44026e+11 4.04456e+10
1.3788e+06 1.44012e+11 4.05509e+10 1.43997e+11 4.05488e+10
1.3824e+06 1.43983e+11 4.06541e+10 1.43968e+11 4.0652e+10
