Tiempo Posicion_Euler Velocidad_Euler Posicion_Leapfrog Velocidad_Leapfrog
1.4775 -0.020301 1.5783 -0.020074 1.5638
1.4776 -0.0201431 1.57881 -0.0199176 1.5643
1.4777 -0.0199853 1.57931 -0.0197611 1.5648
1.4778 -0.0198273 1.57981 -0.0196046 1.56529
1.4779 -0.0196693 1.58031 -0.0194481 1.56578
1.478 -0.0195113 1.5808 -0.0192915 1.56627
1.4781 -0.0193532 1.58129 -0.0191348 1.56675
1.4782 -0.0191951 1.58177 -0.0189781 1.56723
1.4783 -0.0190369 1.58225 -0.0188214 1.5677
1.4784 -0.0188787 1.58273 -0.0186646 1.56817
1.4785 -0.0187204 1.5832 -0.0185077 1.56864
1.4786 -0.0185621 1.58367 -0.0183509 1.5691
1.4787 -0.0184037 1.58413 -0.0181939 1.56956
1.4788 -0.0182453 1.58459 -0.018037 1.57002
1.4789 -0.0180869 1.58505 -0.0178799 1.57047
1.479 -0.0179284 1.5855 -0.0177229 1.57092
1.4791 -0.0177698 1.58595 -0.0175657 1.57136
1.4792 -0.0176112 1.58639 -0.0174086 1.5718
1.4793 -0.0174526 1.58683 -0.0172514 1.57223
1.4794 -0.0172939 1.58727 -0.0170941 1.57266
1.4795 -0.0171352 1.5877 -0.0169369 1.57309
1.4796 -0.0169764 1.58813 -0.0167795 1.57352
1.4797 -0.0168176 1.58855 -0.0166221 1.57393
1.4798 -0.0166587 1.58897 -0.0164647 1.57435
1.4799 -0.0164998 1.58939 -0.0163073 1.57476
1.48 -0.0163409 1.5898 -0.0161498 1.57517
1.4801 -0.0161819 1.59021 -0.0159922 1.57557
1.4802 -0.0160229 1.59062 -0.0158347 1.57597
1.4803 -0.0158638 1.59102 -0.0156771 1.57637
1.4804 -0.0157047 1.59141 -0.0155194 1.57676
1.4805 -0.0155456 1.59181 -0.0153617 1.57715
1.4806 -0.0153864 1.5922 -0.015204 1.57753
1.4807 -0.0152272 1.59258 -0.0150462 1.57791
1.4808 -0.0150679 1.59296 -0.0148884 1.57829
1.4809 -0.0149086 1.59334 -0.0147305 1.57866
1.481 -0.0147493 1.59371 -0.0145726 1.57903
1.4811 -0.0145899 1.59408 -0.0144147 1.57939
1.4812 -0.0144305 1.59444 -0.0142568 1.57975
1.4813 -0.0142711 1.5948 -0.0140988 1.58011
1.4814 -0.0141116 1.59516 -0.0139407 1.58046
1.4815 -0.0139521 1.59551 -0.0137827 1.58081
1.4816 -0.0137925 1.59586 -0.0136246 1.58116
1.4817 -0.0136329 1.59621 -0.0134665 1.5815
1.4818 -0.0134733 1.59655 -0.0133083 1.58183
1.4819 -0.0133137 1.59689 -0.0131501 1.58217
1.482 -0.013154 1.59722 -0.0129919 1.58249
1.4821 -0.0129943 1.59755 -0.0128336 1.58282
1.4822 -0.0128345 1.59787 -0.0126753 1.58314
1.4823 -0.0126747 1.59819 -0.012517 1.58346
1.4824 -0.0125149 1.59851 -0.0123586 1.58377
1.4825 -0.012355 1.59882 -0.0122002 1.58408
1.4826 -0.0121952 1.59913 -0.0120418 1.58438
1.4827 -0.0120352 1.59944 -0.0118833 1.58469
1.4828 -0.0118753 1.59974 -0.0117248 1.58498
1.4829 -0.0117153 1.60003 -0.0115663 1.58528
1.483 -0.0115553 1.60033 -0.0114078 1.58556
1.4831 -0.0113953 1.60062 -0.0112492 1.58585
1.4832 -0.0112352 1.6009 -0.0110906 1.58613
1.4833 -0.0110751 1.60118 -0.010932 1.58641
1.4834 -0.010915 1.60146 -0.0107733 1.58668
1.4835 -0.0107549 1.60173 -0.0106147 1.58695
1.4836 -0.0105947 1.602 -0.010456 1.58722
1.4837 -0.0104345 1.60226 -0.0102972 1.58748
1.4838 -0.0102743 1.60253 -0.0101385 1.58774
1.4839 -0.010114 1.60278 -0.00997967 1.58799
1.484 -0.00995375 1.60304 -0.00982086 1.58824
1.4841 -0.00979344 1.60328 -0.00966202 1.58848
1.4842 -0.00963312 1.60353 -0.00950316 1.58873
1.4843 -0.00947276 1.60377 -0.00934428 1.58896
1.4844 -0.00931239 1.60401 -0.00918537 1.5892
1.4845 -0.00915198 1.60424 -0.00902644 1.58943
1.4846 -0.00899156 1.60447 -0.00886748 1.58965
1.4847 -0.00883111 1.60469 -0.00870851 1.58987
1.4848 -0.00867064 1.60491 -0.00854951 1.59009
1.4849 -0.00851015 1.60513 -0.00839049 1.5903
1.485 -0.00834964 1.60534 -0.00823145 1.59051
1.4851 -0.00818911 1.60555 -0.00807239 1.59072
1.4852 -0.00802855 1.60576 -0.00791331 1.59092
1.4853 -0.00786798 1.60596 -0.0077542 1.59112
1.4854 -0.00770738 1.60615 -0.00759508 1.59131
1.4855 -0.00754676 1.60635 -0.00743594 1.5915
1.4856 -0.00738613 1.60654 -0.00727678 1.59169
1.4857 -0.00722548 1.60672 -0.0071176 1.59187
1.4858 -0.0070648 1.6069 -0.00695841 1.59205
1.4859 -0.00690411 1.60708 -0.00679919 1.59222
1.486 -0.00674341 1.60725 -0.00663996 1.59239
1.4861 -0.00658268 1.60742 -0.00648071 1.59256
1.4862 -0.00642194 1.60758 -0.00632145 1.59272
1.4863 -0.00626118 1.60774 -0.00616217 1.59288
1.4864 -0.00610041 1.6079 -0.00600288 1.59303
1.4865 -0.00593962 1.60805 -0.00584356 1.59318
1.4866 -0.00577881 1.6082 -0.00568424 1.59333
1.4867 -0.00561799 1.60835 -0.0055249 1.59347
1.4868 -0.00545716 1.60849 -0.00536554 1.59361
1.4869 -0.00529631 1.60862 -0.00520618 1.59374
1.487 -0.00513545 1.60876 -0.0050468 1.59387
1.4871 -0.00497457 1.60888 -0.0048874 1.594
1.4872 -0.00481368 1.60901 -0.004728 1.59412
1.4873 -0.00465278 1.60913 -0.00456858 1.59424
1.4874 -0.00449187 1.60924 -0.00440915 1.59436
1.4875 -0.00433094 1.60936 -0.00424971 1.59447
1.4876 -0.00417001 1.60947 -0.00409026 1.59457
1.4877 -0.00400906 1.60957 -0.00393079 1.59467
1.4878 -0.0038481 1.60967 -0.00377132 1.59477
1.4879 -0.00368714 1.60977 -0.00361184 1.59487
1.488 -0.00352616 1.60986 -0.00345235 1.59496
1.4881 -0.00336517 1.60995 -0.00329285 1.59504
1.4882 -0.00320418 1.61003 -0.00313334 1.59513
1.4883 -0.00304318 1.61011 -0.00297382 1.5952
1.4884 -0.00288217 1.61019 -0.0028143 1.59528
1.4885 -0.00272115 1.61026 -0.00265477 1.59535
1.4886 -0.00256012 1.61033 -0.00249523 1.59541
1.4887 -0.00239909 1.61039 -0.00233568 1.59548
1.4888 -0.00223805 1.61045 -0.00217613 1.59554
1.4889 -0.002077 1.61051 -0.00201658 1.59559
1.489 -0.00191595 1.61056 -0.00185702 1.59564
1.4891 -0.0017549 1.61061 -0.00169745 1.59569
1.4892 -0.00159384 1.61065 -0.00153788 1.59573
1.4893 -0.00143277 1.61069 -0.0013783 1.59577
1.4894 -0.0012717 1.61073 -0.00121873 1.5958
1.4895 -0.00111063 1.61076 -0.00105914 1.59583
1.4896 -0.000949555 1.61079 -0.000899559 1.59586
1.4897 -0.000788477 1.61081 -0.000739972 1.59588
1.4898 -0.000627396 1.61083 -0.000580383 1.5959
1.4899 -0.000466313 1.61084 -0.000420793 1.59591
1.49 -0.000305228 1.61086 -0.000261201 1.59592
1.4901 -0.000144143 1.61086 -0.000101608 1.59593
1.4902 1.69436e-05 1.61087 5.79855e-05 1.59593
1.4903 0.00017803 1.61087 0.000217579 1.59593
1.4904 0.000339117 1.61086 0.000377172 1.59593
1.4905 0.000500203 1.61085 0.000536764 1.59592
1.4906 0.000661289 1.61084 0.000696355 1.5959
1.4907 0.000822373 1.61083 0.000855945 1.59589
1.4908 0.000983455 1.6108 0.00101553 1.59587
1.4909 0.00114454 1.61078 0.00117512 1.59584
1.491 0.00130561 1.61075 0.0013347 1.59581
1.4911 0.00146669 1.61072 0.00149428 1.59578
1.4912 0.00162776 1.61068 0.00165386 1.59574
1.4913 0.00178883 1.61064 0.00181343 1.5957
1.4914 0.00194989 1.6106 0.00197299 1.59565
1.4915 0.00211095 1.61055 0.00213256 1.5956
1.4916 0.00227201 1.6105 0.00229212 1.59555
1.4917 0.00243306 1.61044 0.00245167 1.59549
1.4918 0.0025941 1.61038 0.00261121 1.59543
1.4919 0.00275514 1.61031 0.00277075 1.59537
1.492 0.00291617 1.61024 0.00293029 1.5953
1.4921 0.00307719 1.61017 0.00308981 1.59522
1.4922 0.00323821 1.61009 0.00324933 1.59515
1.4923 0.00339922 1.61001 0.00340884 1.59507
1.4924 0.00356022 1.60993 0.00356834 1.59498
1.4925 0.00372121 1.60984 0.00372784 1.59489
1.4926 0.0038822 1.60975 0.00388732 1.5948
1.4927 0.00404317 1.60965 0.0040468 1.5947
1.4928 0.00420414 1.60955 0.00420626 1.5946
1.4929 0.00436509 1.60944 0.00436572 1.59449
1.493 0.00452604 1.60933 0.00452516 1.59439
1.4931 0.00468697 1.60922 0.00468459 1.59427
1.4932 0.00484789 1.6091 0.00484402 1.59416
1.4933 0.0050088 1.60898 0.00500343 1.59403
1.4934 0.0051697 1.60886 0.00516282 1.59391
1.4935 0.00533059 1.60873 0.00532221 1.59378
1.4936 0.00549146 1.60859 0.00548158 1.59365
1.4937 0.00565232 1.60846 0.00564094 1.59351
1.4938 0.00581316 1.60832 0.00580028 1.59337
1.4939 0.005974 1.60817 0.00595961 1.59322
1.494 0.00613481 1.60802 0.00611892 1.59307
1.4941 0.00629562 1.60787 0.00627822 1.59292
1.4942 0.0064564 1.60771 0.00643751 1.59276
1.4943 0.00661717 1.60755 0.00659678 1.5926
1.4944 0.00677793 1.60738 0.00675603 1.59244
1.4945 0.00693867 1.60721 0.00691526 1.59227
1.4946 0.00709939 1.60704 0.00707448 1.5921
1.4947 0.00726009 1.60686 0.00723368 1.59192
1.4948 0.00742078 1.60668 0.00739287 1.59174
1.4949 0.00758145 1.6065 0.00755203 1.59155
1.495 0.0077421 1.60631 0.00771118 1.59137
1.4951 0.00790273 1.60611 0.0078703 1.59117
1.4952 0.00806334 1.60592 0.00802941 1.59098
1.4953 0.00822393 1.60571 0.0081885 1.59078
1.4954 0.0083845 1.60551 0.00834757 1.59057
1.4955 0.00854505 1.6053 0.00850661 1.59036
1.4956 0.00870558 1.60508 0.00866564 1.59015
1.4957 0.00886609 1.60487 0.00882464 1.58993
1.4958 0.00902658 1.60465 0.00898363 1.58971
1.4959 0.00918704 1.60442 0.00914259 1.58949
1.496 0.00934748 1.60419 0.00930152 1.58926
1.4961 0.0095079 1.60396 0.00946044 1.58903
1.4962 0.0096683 1.60372 0.00961933 1.58879
1.4963 0.00982867 1.60348 0.0097782 1.58855
1.4964 0.00998902 1.60323 0.00993704 1.58831
1.4965 0.0101493 1.60298 0.0100959 1.58806
1.4966 0.0103096 1.60273 0.0102546 1.5878
1.4967 0.0104699 1.60247 0.0104134 1.58755
1.4968 0.0106302 1.60221 0.0105722 1.58729
1.4969 0.0107904 1.60194 0.0107309 1.58702
1.497 0.0109506 1.60167 0.0108896 1.58676
1.4971 0.0111107 1.6014 0.0110482 1.58648
1.4972 0.0112709 1.60112 0.0112069 1.58621
1.4973 0.011431 1.60084 0.0113655 1.58593
1.4974 0.0115911 1.60055 0.011524 1.58564
1.4975 0.0117511 1.60026 0.0116826 1.58535
1.4976 0.0119112 1.59997 0.0118411 1.58506
1.4977 0.0120712 1.59967 0.0119996 1.58477
1.4978 0.0122311 1.59937 0.0121581 1.58447
1.4979 0.0123911 1.59907 0.0123165 1.58416
1.498 0.012551 1.59876 0.0124749 1.58385
1.4981 0.0127108 1.59844 0.0126333 1.58354
1.4982 0.0128707 1.59812 0.0127916 1.58323
1.4983 0.0130305 1.5978 0.0129499 1.58291
1.4984 0.0131903 1.59748 0.0131082 1.58258
1.4985 0.01335 1.59715 0.0132664 1.58226
1.4986 0.0135097 1.59681 0.0134246 1.58192
1.4987 0.0136694 1.59647 0.0135828 1.58159
1.4988 0.0138291 1.59613 0.013741 1.58125
1.4989 0.0139887 1.59579 0.0138991 1.58091
1.499 0.0141483 1.59544 0.0140571 1.58056
1.4991 0.0143078 1.59508 0.0142152 1.58021
1.4992 0.0144673 1.59473 0.0143732 1.57985
1.4993 0.0146268 1.59436 0.0145311 1.57949
1.4994 0.0147862 1.594 0.0146891 1.57913
1.4995 0.0149456 1.59363 0.014847 1.57876
1.4996 0.015105 1.59326 0.0150048 1.57839
1.4997 0.0152643 1.59288 0.0151627 1.57801
1.4998 0.0154236 1.5925 0.0153204 1.57764
1.4999 0.0155828 1.59211 0.0154782 1.57725
1.5 0.0157421 1.59172 0.0156359 1.57687
1.5001 0.0159012 1.59133 0.0157936 1.57647
1.5002 0.0160604 1.59093 0.0159512 1.57608
1.5003 0.0162195 1.59053 0.0161088 1.57568
1.5004 0.0163785 1.59012 0.0162663 1.57528
1.5005 0.0165375 1.58971 0.0164238 1.57487
1.5006 0.0166965 1.5893 0.0165813 1.57446
1.5007 0.0168554 1.58888 0.0167387 1.57405
1.5008 0.0170143 1.58846 0.0168961 1.57363
1.5009 0.0171732 1.58804 0.0170534 1.57321
1.501 0.017332 1.58761 0.0172107 1.57278
1.5011 0.0174907 1.58717 0.017368 1.57235
1.5012 0.0176494 1.58674 0.0175252 1.57191
1.5013 0.0178081 1.5863 0.0176824 1.57148
1.5014 0.0179667 1.58585 0.0178395 1.57103
1.5015 0.0181253 1.5854 0.0179966 1.57059
1.5016 0.0182839 1.58495 0.0181536 1.57014
1.5017 0.0184424 1.58449 0.0183106 1.56968
1.5018 0.0186008 1.58403 0.0184676 1.56923
1.5019 0.0187592 1.58356 0.0186245 1.56877
1.502 0.0189176 1.5831 0.0187813 1.5683
1.5021 0.0190759 1.58262 0.0189381 1.56783
1.5022 0.0192341 1.58215 0.0190949 1.56736
1.5023 0.0193924 1.58166 0.0192516 1.56688
1.5024 0.0195505 1.58118 0.0194083 1.5664
1.5025 0.0197086 1.58069 0.0195649 1.56591
1.5026 0.0198667 1.5802 0.0197214 1.56542
1.5027 0.0200247 1.5797 0.019878 1.56493
1.5028 0.0201827 1.5792 0.0200344 1.56443
1.5029 0.0203406 1.5787 0.0201908 1.56393
1.503 0.0204985 1.57819 0.0203472 1.56343
1.5031 0.0206563 1.57768 0.0205035 1.56292
1.5032 0.0208141 1.57716 0.0206598 1.56241
1.5033 0.0209718 1.57664 0.020816 1.56189
1.5034 0.0211295 1.57611 0.0209722 1.56137
1.5035 0.0212871 1.57559 0.0211283 1.56085
1.5036 0.0214446 1.57505 0.0212843 1.56032
1.5037 0.0216021 1.57452 0.0214403 1.55979
1.5038 0.0217596 1.57398 0.0215963 1.55925
1.5039 0.021917 1.57343 0.0217522 1.55871
1.504 0.0220743 1.57289 0.021908 1.55817
1.5041 0.0222316 1.57233 0.0220638 1.55762
1.5042 0.0223888 1.57178 0.0222196 1.55707
1.5043 0.022546 1.57122 0.0223752 1.55651
1.5044 0.0227031 1.57066 0.0225309 1.55595
1.5045 0.0228602 1.57009 0.0226864 1.55539
1.5046 0.0230172 1.56952 0.0228419 1.55482
1.5047 0.0231742 1.56894 0.0229974 1.55425
1.5048 0.0233311 1.56836 0.0231528 1.55368
1.5049 0.0234879 1.56778 0.0233081 1.5531
1.505 0.0236447 1.56719 0.0234634 1.55251
1.5051 0.0238014 1.5666 0.0236186 1.55193
1.5052 0.0239581 1.566 0.0237738 1.55134
1.5053 0.0241147 1.56541 0.0239289 1.55074
1.5054 0.0242712 1.5648 0.0240839 1.55014
1.5055 0.0244277 1.5642 0.0242389 1.54954
1.5056 0.0245841 1.56359 0.0243939 1.54894
1.5057 0.0247405 1.56297 0.0245487 1.54833
1.5058 0.0248968 1.56235 0.0247035 1.54771
1.5059 0.025053 1.56173 0.0248583 1.54709
1.506 0.0252092 1.5611 0.0250129 1.54647
1.5061 0.0253653 1.56047 0.0251675 1.54585
1.5062 0.0255213 1.55984 0.0253221 1.54522
1.5063 0.0256773 1.5592 0.0254766 1.54459
1.5064 0.0258332 1.55856 0.025631 1.54395
1.5065 0.0259891 1.55791 0.0257854 1.54331
1.5066 0.0261449 1.55726 0.0259397 1.54266
1.5067 0.0263006 1.55661 0.0260939 1.54202
1.5068 0.0264563 1.55595 0.0262481 1.54136
1.5069 0.0266119 1.55529 0.0264022 1.54071
1.507 0.0267674 1.55463 0.0265562 1.54005
1.5071 0.0269228 1.55396 0.0267102 1.53938
1.5072 0.0270782 1.55328 0.0268641 1.53871
1.5073 0.0272336 1.55261 0.0270179 1.53804
1.5074 0.0273888 1.55193 0.0271717 1.53737
1.5075 0.027544 1.55124 0.0273254 1.53669
1.5076 0.0276992 1.55055 0.027479 1.53601
1.5077 0.0278542 1.54986 0.0276326 1.53532
1.5078 0.0280092 1.54916 0.0277861 1.53463
1.5079 0.0281641 1.54846 0.0279395 1.53393
1.508 0.028319 1.54776 0.0280929 1.53323
1.5081 0.0284737 1.54705 0.0282462 1.53253
1.5082 0.0286284 1.54634 0.0283994 1.53183
1.5083 0.0287831 1.54562 0.0285526 1.53112
1.5084 0.0289376 1.5449 0.0287056 1.5304
1.5085 0.0290921 1.54418 0.0288586 1.52968
1.5086 0.0292465 1.54345 0.0290116 1.52896
1.5087 0.0294009 1.54272 0.0291644 1.52824
1.5088 0.0295552 1.54199 0.0293172 1.52751
1.5089 0.0297094 1.54125 0.0294699 1.52678
1.509 0.0298635 1.54051 0.0296226 1.52604
1.5091 0.0300175 1.53976 0.0297751 1.5253
1.5092 0.0301715 1.53901 0.0299276 1.52455
1.5093 0.0303254 1.53825 0.03008 1.52381
1.5094 0.0304792 1.5375 0.0302324 1.52305
1.5095 0.030633 1.53673 0.0303847 1.5223
1.5096 0.0307867 1.53597 0.0305368 1.52154
1.5097 0.0309403 1.5352 0.030689 1.52077
1.5098 0.0310938 1.53443 0.030841 1.52001
1.5099 0.0312472 1.53365 0.030993 1.51924
1.51 0.0314006 1.53287 0.0311448 1.51846
1.5101 0.0315539 1.53208 0.0312967 1.51768
1.5102 0.0317071 1.53129 0.0314484 1.5169
1.5103 0.0318602 1.5305 0.0316 1.51611
1.5104 0.0320133 1.5297 0.0317516 1.51532
1.5105 0.0321662 1.5289 0.0319031 1.51453
1.5106 0.0323191 1.5281 0.0320545 1.51373
1.5107 0.0324719 1.52729 0.0322058 1.51293
1.5108 0.0326247 1.52648 0.0323571 1.51213
1.5109 0.0327773 1.52566 0.0325083 1.51132
1.511 0.0329299 1.52484 0.0326594 1.51051
1.5111 0.0330824 1.52402 0.0328104 1.50969
1.5112 0.0332348 1.52319 0.0329613 1.50887
1.5113 0.0333871 1.52236 0.0331121 1.50804
1.5114 0.0335393 1.52153 0.0332629 1.50722
1.5115 0.0336915 1.52069 0.0334136 1.50638
1.5116 0.0338435 1.51985 0.0335642 1.50555
1.5117 0.0339955 1.519 0.0337147 1.50471
1.5118 0.0341474 1.51815 0.0338651 1.50387
1.5119 0.0342992 1.5173 0.0340155 1.50302
1.512 0.034451 1.51644 0.0341657 1.50217
1.5121 0.0346026 1.51558 0.0343159 1.50132
1.5122 0.0347542 1.51471 0.034466 1.50046
1.5123 0.0349056 1.51385 0.034616 1.4996
1.5124 0.035057 1.51297 0.0347659 1.49873
1.5125 0.0352083 1.5121 0.0349157 1.49786
1.5126 0.0353595 1.51122 0.0350655 1.49699
1.5127 0.0355106 1.51033 0.0352151 1.49611
1.5128 0.0356617 1.50944 0.0353647 1.49523
1.5129 0.0358126 1.50855 0.0355142 1.49435
1.513 0.0359635 1.50766 0.0356636 1.49346
1.5131 0.0361142 1.50676 0.0358129 1.49257
1.5132 0.0362649 1.50586 0.0359621 1.49167
1.5133 0.0364155 1.50495 0.0361112 1.49077
1.5134 0.036566 1.50404 0.0362602 1.48987
1.5135 0.0367164 1.50312 0.0364092 1.48897
1.5136 0.0368667 1.50221 0.036558 1.48806
1.5137 0.0370169 1.50128 0.0367068 1.48714
1.5138 0.0371671 1.50036 0.0368555 1.48622
1.5139 0.0373171 1.49943 0.037004 1.4853
1.514 0.037467 1.4985 0.0371525 1.48438
1.5141 0.0376169 1.49756 0.0373009 1.48345
1.5142 0.0377667 1.49662 0.0374492 1.48252
1.5143 0.0379163 1.49568 0.0375974 1.48158
1.5144 0.0380659 1.49473 0.0377455 1.48064
1.5145 0.0382154 1.49378 0.0378935 1.4797
1.5146 0.0383647 1.49282 0.0380415 1.47875
1.5147 0.038514 1.49186 0.0381893 1.4778
1.5148 0.0386632 1.4909 0.038337 1.47684
1.5149 0.0388123 1.48993 0.0384847 1.47588
1.515 0.0389613 1.48896 0.0386322 1.47492
1.5151 0.0391102 1.48799 0.0387797 1.47396
1.5152 0.039259 1.48701 0.038927 1.47299
1.5153 0.0394077 1.48603 0.0390742 1.47201
1.5154 0.0395563 1.48504 0.0392214 1.47104
1.5155 0.0397048 1.48405 0.0393685 1.47006
1.5156 0.0398532 1.48306 0.0395154 1.46907
1.5157 0.0400015 1.48207 0.0396623 1.46808
1.5158 0.0401497 1.48107 0.039809 1.46709
1.5159 0.0402978 1.48006 0.0399557 1.4661
1.516 0.0404458 1.47905 0.0401022 1.4651
1.5161 0.0405937 1.47804 0.0402487 1.4641
1.5162 0.0407415 1.47703 0.0403951 1.46309
1.5163 0.0408892 1.47601 0.0405413 1.46208
1.5164 0.0410368 1.47499 0.0406875 1.46107
1.5165 0.0411843 1.47396 0.0408335 1.46005
1.5166 0.0413317 1.47293 0.0409795 1.45903
1.5167 0.041479 1.4719 0.0411253 1.458
1.5168 0.0416262 1.47086 0.0412711 1.45698
1.5169 0.0417733 1.46982 0.0414167 1.45594
1.517 0.0419203 1.46878 0.0415623 1.45491
1.5171 0.0420672 1.46773 0.0417077 1.45387
1.5172 0.0422139 1.46668 0.0418531 1.45283
1.5173 0.0423606 1.46562 0.0419983 1.45178
1.5174 0.0425072 1.46456 0.0421434 1.45073
1.5175 0.0426536 1.4635 0.0422884 1.44968
1.5176 0.0428 1.46243 0.0424333 1.44862
1.5177 0.0429462 1.46136 0.0425782 1.44756
1.5178 0.0430923 1.46029 0.0427229 1.44649
1.5179 0.0432384 1.45921 0.0428675 1.44543
1.518 0.0433843 1.45813 0.0430119 1.44435
1.5181 0.0435301 1.45705 0.0431563 1.44328
1.5182 0.0436758 1.45596 0.0433006 1.4422
1.5183 0.0438214 1.45487 0.0434448 1.44112
1.5184 0.0439669 1.45377 0.0435888 1.44003
1.5185 0.0441123 1.45267 0.0437328 1.43894
1.5186 0.0442575 1.45157 0.0438766 1.43785
1.5187 0.0444027 1.45046 0.0440203 1.43675
1.5188 0.0445477 1.44935 0.044164 1.43565
1.5189 0.0446927 1.44824 0.0443075 1.43455
1.519 0.0448375 1.44712 0.0444509 1.43344
1.5191 0.0449822 1.446 0.0445942 1.43233
1.5192 0.0451268 1.44488 0.0447373 1.43121
1.5193 0.0452713 1.44375 0.0448804 1.43009
1.5194 0.0454157 1.44262 0.0450234 1.42897
1.5195 0.0455599 1.44148 0.0451662 1.42785
1.5196 0.0457041 1.44034 0.0453089 1.42672
1.5197 0.0458481 1.4392 0.0454515 1.42559
1.5198 0.045992 1.43805 0.045594 1.42445
1.5199 0.0461358 1.4369 0.0457364 1.42331
1.52 0.0462795 1.43575 0.0458787 1.42217
1.5201 0.0464231 1.43459 0.0460209 1.42102
1.5202 0.0465666 1.43343 0.0461629 1.41987
1.5203 0.0467099 1.43227 0.0463048 1.41871
1.5204 0.0468531 1.4311 0.0464466 1.41756
1.5205 0.0469963 1.42993 0.0465883 1.4164
1.5206 0.0471392 1.42875 0.0467299 1.41523
1.5207 0.0472821 1.42758 0.0468714 1.41406
1.5208 0.0474249 1.42639 0.0470127 1.41289
1.5209 0.0475675 1.42521 0.047154 1.41172
1.521 0.04771 1.42402 0.0472951 1.41054
1.5211 0.0478524 1.42283 0.0474361 1.40935
1.5212 0.0479947 1.42163 0.047577 1.40817
1.5213 0.0481369 1.42043 0.0477177 1.40698
1.5214 0.0482789 1.41923 0.0478583 1.40579
1.5215 0.0484209 1.41802 0.0479989 1.40459
1.5216 0.0485627 1.41681 0.0481393 1.40339
1.5217 0.0487043 1.4156 0.0482795 1.40219
1.5218 0.0488459 1.41438 0.0484197 1.40098
1.5219 0.0489873 1.41316 0.0485597 1.39977
1.522 0.0491286 1.41193 0.0486997 1.39855
1.5221 0.0492698 1.4107 0.0488395 1.39734
1.5222 0.0494109 1.40947 0.0489791 1.39612
1.5223 0.0495519 1.40824 0.0491187 1.39489
1.5224 0.0496927 1.407 0.0492581 1.39366
1.5225 0.0498334 1.40576 0.0493974 1.39243
1.5226 0.049974 1.40451 0.0495366 1.3912
1.5227 0.0501144 1.40326 0.0496756 1.38996
1.5228 0.0502547 1.40201 0.0498146 1.38872
1.5229 0.0503949 1.40075 0.0499534 1.38747
1.523 0.050535 1.39949 0.0500921 1.38622
1.5231 0.050675 1.39823 0.0502306 1.38497
1.5232 0.0508148 1.39696 0.0503691 1.38371
1.5233 0.0509545 1.39569 0.0505074 1.38246
1.5234 0.051094 1.39442 0.0506456 1.38119
1.5235 0.0512335 1.39314 0.0507836 1.37993
1.5236 0.0513728 1.39186 0.0509215 1.37866
1.5237 0.051512 1.39057 0.0510593 1.37738
1.5238 0.051651 1.38929 0.051197 1.37611
1.5239 0.05179 1.388 0.0513346 1.37483
1.524 0.0519288 1.3867 0.051472 1.37354
1.5241 0.0520674 1.3854 0.0516093 1.37226
1.5242 0.052206 1.3841 0.0517464 1.37097
1.5243 0.0523444 1.3828 0.0518835 1.36967
1.5244 0.0524827 1.38149 0.0520204 1.36838
1.5245 0.0526208 1.38017 0.0521571 1.36708
1.5246 0.0527588 1.37886 0.0522938 1.36577
1.5247 0.0528967 1.37754 0.0524303 1.36446
1.5248 0.0530345 1.37622 0.0525667 1.36315
1.5249 0.0531721 1.37489 0.0527029 1.36184
1.525 0.0533096 1.37356 0.052839 1.36052
1.5251 0.0534469 1.37223 0.052975 1.3592
1.5252 0.0535842 1.37089 0.0531109 1.35788
1.5253 0.0537213 1.36955 0.0532466 1.35655
1.5254 0.0538582 1.36821 0.0533822 1.35522
1.5255 0.053995 1.36686 0.0535177 1.35388
1.5256 0.0541317 1.36551 0.053653 1.35255
1.5257 0.0542683 1.36416 0.0537882 1.3512
1.5258 0.0544047 1.3628 0.0539232 1.34986
1.5259 0.054541 1.36144 0.0540581 1.34851
1.526 0.0546771 1.36008 0.0541929 1.34716
1.5261 0.0548131 1.35871 0.0543276 1.34581
1.5262 0.054949 1.35734 0.0544621 1.34445
1.5263 0.0550847 1.35597 0.0545965 1.34309
1.5264 0.0552203 1.35459 0.0547307 1.34172
1.5265 0.0553558 1.35321 0.0548648 1.34035
1.5266 0.0554911 1.35183 0.0549988 1.33898
1.5267 0.0556263 1.35044 0.0551326 1.33761
1.5268 0.0557613 1.34905 0.0552663 1.33623
1.5269 0.0558962 1.34766 0.0553998 1.33485
1.527 0.056031 1.34626 0.0555333 1.33346
1.5271 0.0561656 1.34486 0.0556665 1.33207
1.5272 0.0563001 1.34345 0.0557997 1.33068
1.5273 0.0564345 1.34205 0.0559327 1.32929
1.5274 0.0565687 1.34064 0.0560655 1.32789
1.5275 0.0567027 1.33922 0.0561982 1.32649
1.5276 0.0568367 1.3378 0.0563308 1.32508
1.5277 0.0569704 1.33638 0.0564633 1.32367
1.5278 0.0571041 1.33496 0.0565956 1.32226
1.5279 0.0572376 1.33353 0.0567277 1.32085
1.528 0.0573709 1.3321 0.0568597 1.31943
1.5281 0.0575041 1.33067 0.0569916 1.31801
1.5282 0.0576372 1.32923 0.0571233 1.31658
1.5283 0.0577701 1.32779 0.0572549 1.31515
1.5284 0.0579029 1.32634 0.0573864 1.31372
1.5285 0.0580355 1.3249 0.0575177 1.31229
1.5286 0.058168 1.32344 0.0576488 1.31085
