Tiempo Posicion_Euler Velocidad_Euler Posicion_Leapfrog Velocidad_Leapfrog
2.5981 -0.100369 0.386389 -0.0987421 0.380201
2.5982 -0.10033 0.388899 -0.098704 0.382669
2.5983 -0.100291 0.391407 -0.0986656 0.385137
2.5984 -0.100252 0.393914 -0.0986269 0.387604
2.5985 -0.100213 0.39642 -0.0985881 0.390069
2.5986 -0.100173 0.398926 -0.0985489 0.392534
2.5987 -0.100133 0.40143 -0.0985096 0.394998
2.5988 -0.100093 0.403933 -0.0984699 0.397461
2.5989 -0.100053 0.406436 -0.0984301 0.399922
2.599 -0.100012 0.408937 -0.0983899 0.402383
2.5991 -0.0999711 0.411437 -0.0983496 0.404843
2.5992 -0.09993 0.413937 -0.098309 0.407302
2.5993 -0.0998886 0.416435 -0.0982681 0.409759
2.5994 -0.0998469 0.418932 -0.098227 0.412216
2.5995 -0.0998051 0.421428 -0.0981857 0.414672
2.5996 -0.0997629 0.423923 -0.0981441 0.417126
2.5997 -0.0997205 0.426417 -0.0981023 0.41958
2.5998 -0.0996779 0.42891 -0.0980602 0.422032
2.5999 -0.099635 0.431402 -0.0980179 0.424484
2.6 -0.0995918 0.433893 -0.0979753 0.426934
2.6001 -0.0995485 0.436383 -0.0979325 0.429384
2.6002 -0.0995048 0.438872 -0.0978894 0.431832
2.6003 -0.0994609 0.441359 -0.0978461 0.434279
2.6004 -0.0994168 0.443846 -0.0978025 0.436725
2.6005 -0.0993724 0.446331 -0.0977588 0.439171
2.6006 -0.0993278 0.448816 -0.0977147 0.441614
2.6007 -0.0992829 0.451299 -0.0976704 0.444057
2.6008 -0.0992378 0.453781 -0.0976259 0.446499
2.6009 -0.0991924 0.456262 -0.0975811 0.44894
2.601 -0.0991468 0.458742 -0.0975361 0.451379
2.6011 -0.0991009 0.46122 -0.0974909 0.453818
2.6012 -0.0990548 0.463698 -0.0974454 0.456255
2.6013 -0.0990084 0.466174 -0.0973996 0.458691
2.6014 -0.0989618 0.468649 -0.0973536 0.461126
2.6015 -0.0989149 0.471124 -0.0973074 0.46356
2.6016 -0.0988678 0.473596 -0.0972609 0.465993
2.6017 -0.0988204 0.476068 -0.0972142 0.468424
2.6018 -0.0987728 0.478539 -0.0971672 0.470855
2.6019 -0.098725 0.481008 -0.09712 0.473284
2.602 -0.0986769 0.483476 -0.0970726 0.475712
2.6021 -0.0986285 0.485943 -0.0970249 0.478138
2.6022 -0.0985799 0.488409 -0.0969769 0.480564
2.6023 -0.0985311 0.490873 -0.0969288 0.482989
2.6024 -0.098482 0.493336 -0.0968803 0.485412
2.6025 -0.0984327 0.495798 -0.0968317 0.487834
2.6026 -0.0983831 0.498259 -0.0967828 0.490255
2.6027 -0.0983333 0.500719 -0.0967336 0.492674
2.6028 -0.0982832 0.503177 -0.0966842 0.495092
2.6029 -0.0982329 0.505634 -0.0966346 0.49751
2.603 -0.0981823 0.50809 -0.0965847 0.499925
2.6031 -0.0981315 0.510545 -0.0965346 0.50234
2.6032 -0.0980805 0.512998 -0.0964843 0.504753
2.6033 -0.0980292 0.51545 -0.0964337 0.507166
2.6034 -0.0979776 0.517901 -0.0963828 0.509576
2.6035 -0.0979258 0.52035 -0.0963318 0.511986
2.6036 -0.0978738 0.522798 -0.0962804 0.514394
2.6037 -0.0978215 0.525245 -0.0962289 0.516801
2.6038 -0.097769 0.527691 -0.0961771 0.519207
2.6039 -0.0977162 0.530135 -0.096125 0.521611
2.604 -0.0976632 0.532578 -0.0960727 0.524015
2.6041 -0.0976099 0.535019 -0.0960202 0.526416
2.6042 -0.0975564 0.53746 -0.0959675 0.528817
2.6043 -0.0975027 0.539899 -0.0959145 0.531216
2.6044 -0.0974487 0.542336 -0.0958612 0.533614
2.6045 -0.0973945 0.544772 -0.0958077 0.53601
2.6046 -0.09734 0.547207 -0.095754 0.538406
2.6047 -0.0972853 0.549641 -0.0957001 0.540799
2.6048 -0.0972303 0.552073 -0.0956459 0.543192
2.6049 -0.0971751 0.554504 -0.0955914 0.545583
2.605 -0.0971196 0.556933 -0.0955367 0.547973
2.6051 -0.097064 0.559361 -0.0954818 0.550361
2.6052 -0.097008 0.561788 -0.0954267 0.552748
2.6053 -0.0969518 0.564213 -0.0953713 0.555134
2.6054 -0.0968954 0.566637 -0.0953156 0.557518
2.6055 -0.0968388 0.569059 -0.0952598 0.559901
2.6056 -0.0967818 0.57148 -0.0952037 0.562283
2.6057 -0.0967247 0.573899 -0.0951473 0.564663
2.6058 -0.0966673 0.576318 -0.0950907 0.567041
2.6059 -0.0966097 0.578734 -0.0950339 0.569419
2.606 -0.0965518 0.581149 -0.0949768 0.571795
2.6061 -0.0964937 0.583563 -0.0949196 0.574169
2.6062 -0.0964353 0.585976 -0.094862 0.576542
2.6063 -0.0963767 0.588387 -0.0948042 0.578914
2.6064 -0.0963179 0.590796 -0.0947462 0.581284
2.6065 -0.0962588 0.593204 -0.094688 0.583652
2.6066 -0.0961995 0.59561 -0.0946295 0.58602
2.6067 -0.0961399 0.598015 -0.0945708 0.588385
2.6068 -0.0960801 0.600419 -0.0945118 0.59075
2.6069 -0.0960201 0.602821 -0.0944526 0.593112
2.607 -0.0959598 0.605221 -0.0943932 0.595474
2.6071 -0.0958993 0.60762 -0.0943335 0.597833
2.6072 -0.0958385 0.610018 -0.0942736 0.600192
2.6073 -0.0957775 0.612414 -0.0942135 0.602549
2.6074 -0.0957163 0.614808 -0.0941531 0.604904
2.6075 -0.0956548 0.617201 -0.0940925 0.607258
2.6076 -0.0955931 0.619592 -0.0940317 0.60961
2.6077 -0.0955311 0.621982 -0.0939706 0.611961
2.6078 -0.0954689 0.624371 -0.0939093 0.61431
2.6079 -0.0954065 0.626757 -0.0938477 0.616658
2.608 -0.0953438 0.629142 -0.093786 0.619004
2.6081 -0.0952809 0.631526 -0.0937239 0.621349
2.6082 -0.0952177 0.633908 -0.0936617 0.623692
2.6083 -0.0951544 0.636289 -0.0935992 0.626033
2.6084 -0.0950907 0.638667 -0.0935365 0.628373
2.6085 -0.0950269 0.641045 -0.0934735 0.630712
2.6086 -0.0949628 0.64342 -0.0934103 0.633049
2.6087 -0.0948984 0.645794 -0.0933469 0.635384
2.6088 -0.0948338 0.648167 -0.0932833 0.637718
2.6089 -0.094769 0.650538 -0.0932194 0.64005
2.609 -0.094704 0.652907 -0.0931552 0.64238
2.6091 -0.0946387 0.655275 -0.0930909 0.644709
2.6092 -0.0945731 0.657641 -0.0930263 0.647036
2.6093 -0.0945074 0.660005 -0.0929615 0.649362
2.6094 -0.0944414 0.662368 -0.0928964 0.651686
2.6095 -0.0943751 0.664729 -0.0928311 0.654008
2.6096 -0.0943087 0.667088 -0.0927656 0.656329
2.6097 -0.094242 0.669446 -0.0926999 0.658648
2.6098 -0.094175 0.671802 -0.0926339 0.660966
2.6099 -0.0941078 0.674156 -0.0925677 0.663282
2.61 -0.0940404 0.676509 -0.0925012 0.665596
2.6101 -0.0939728 0.67886 -0.0924346 0.667908
2.6102 -0.0939049 0.681209 -0.0923677 0.670219
2.6103 -0.0938368 0.683557 -0.0923005 0.672528
2.6104 -0.0937684 0.685903 -0.0922332 0.674836
2.6105 -0.0936998 0.688247 -0.0921656 0.677142
2.6106 -0.093631 0.690589 -0.0920977 0.679446
2.6107 -0.0935619 0.69293 -0.0920297 0.681748
2.6108 -0.0934926 0.695269 -0.0919614 0.684049
2.6109 -0.0934231 0.697606 -0.0918929 0.686348
2.611 -0.0933534 0.699942 -0.0918241 0.688645
2.6111 -0.0932834 0.702276 -0.0917551 0.690941
2.6112 -0.0932131 0.704608 -0.0916859 0.693235
2.6113 -0.0931427 0.706938 -0.0916165 0.695527
2.6114 -0.093072 0.709267 -0.0915468 0.697817
2.6115 -0.0930011 0.711594 -0.0914769 0.700106
2.6116 -0.0929299 0.713919 -0.0914068 0.702393
2.6117 -0.0928585 0.716242 -0.0913364 0.704678
2.6118 -0.0927869 0.718563 -0.0912659 0.706962
2.6119 -0.092715 0.720883 -0.0911951 0.709243
2.612 -0.0926429 0.723201 -0.091124 0.711523
2.6121 -0.0925706 0.725517 -0.0910527 0.713801
2.6122 -0.0924981 0.727831 -0.0909813 0.716078
2.6123 -0.0924253 0.730144 -0.0909095 0.718352
2.6124 -0.0923523 0.732454 -0.0908376 0.720625
2.6125 -0.092279 0.734763 -0.0907654 0.722896
2.6126 -0.0922055 0.73707 -0.090693 0.725165
2.6127 -0.0921318 0.739375 -0.0906204 0.727432
2.6128 -0.0920579 0.741679 -0.0905475 0.729698
2.6129 -0.0919837 0.74398 -0.0904744 0.731961
2.613 -0.0919093 0.74628 -0.0904011 0.734223
2.6131 -0.0918347 0.748577 -0.0903276 0.736483
2.6132 -0.0917598 0.750873 -0.0902538 0.738742
2.6133 -0.0916848 0.753167 -0.0901798 0.740998
2.6134 -0.0916094 0.755459 -0.0901056 0.743252
2.6135 -0.0915339 0.75775 -0.0900312 0.745505
2.6136 -0.0914581 0.760038 -0.0899565 0.747756
2.6137 -0.0913821 0.762324 -0.0898816 0.750005
2.6138 -0.0913059 0.764609 -0.0898065 0.752252
2.6139 -0.0912294 0.766892 -0.0897312 0.754497
2.614 -0.0911527 0.769172 -0.0896556 0.75674
2.6141 -0.0910758 0.771451 -0.0895798 0.758982
2.6142 -0.0909987 0.773728 -0.0895038 0.761221
2.6143 -0.0909213 0.776003 -0.0894276 0.763459
2.6144 -0.0908437 0.778276 -0.0893511 0.765694
2.6145 -0.0907659 0.780547 -0.0892745 0.767928
2.6146 -0.0906878 0.782816 -0.0891976 0.77016
2.6147 -0.0906095 0.785083 -0.0891204 0.77239
2.6148 -0.090531 0.787349 -0.0890431 0.774618
2.6149 -0.0904523 0.789612 -0.0889655 0.776844
2.615 -0.0903733 0.791873 -0.0888877 0.779068
2.6151 -0.0902941 0.794133 -0.0888097 0.78129
2.6152 -0.0902147 0.79639 -0.0887314 0.783511
2.6153 -0.0901351 0.798645 -0.088653 0.785729
2.6154 -0.0900552 0.800899 -0.0885743 0.787945
2.6155 -0.0899751 0.80315 -0.0884954 0.79016
2.6156 -0.0898948 0.805399 -0.0884163 0.792372
2.6157 -0.0898143 0.807647 -0.0883369 0.794582
2.6158 -0.0897335 0.809892 -0.0882574 0.796791
2.6159 -0.0896525 0.812136 -0.0881776 0.798997
2.616 -0.0895713 0.814377 -0.0880976 0.801202
2.6161 -0.0894899 0.816616 -0.0880173 0.803404
2.6162 -0.0894082 0.818853 -0.0879369 0.805605
2.6163 -0.0893263 0.821089 -0.0878562 0.807803
2.6164 -0.0892442 0.823322 -0.0877753 0.809999
2.6165 -0.0891619 0.825553 -0.0876942 0.812194
2.6166 -0.0890793 0.827782 -0.0876129 0.814386
2.6167 -0.0889966 0.830009 -0.0875313 0.816576
2.6168 -0.0889136 0.832234 -0.0874496 0.818765
2.6169 -0.0888303 0.834457 -0.0873676 0.820951
2.617 -0.0887469 0.836677 -0.0872854 0.823135
2.6171 -0.0886632 0.838896 -0.0872029 0.825317
2.6172 -0.0885793 0.841113 -0.0871203 0.827497
2.6173 -0.0884952 0.843327 -0.0870374 0.829675
2.6174 -0.0884109 0.84554 -0.0869544 0.831851
2.6175 -0.0883263 0.84775 -0.0868711 0.834025
2.6176 -0.0882416 0.849958 -0.0867876 0.836197
2.6177 -0.0881566 0.852164 -0.0867038 0.838367
2.6178 -0.0880713 0.854368 -0.0866199 0.840534
2.6179 -0.0879859 0.85657 -0.0865357 0.8427
2.618 -0.0879002 0.858769 -0.0864514 0.844863
2.6181 -0.0878144 0.860967 -0.0863668 0.847024
2.6182 -0.0877283 0.863162 -0.0862819 0.849184
2.6183 -0.087642 0.865355 -0.0861969 0.851341
2.6184 -0.0875554 0.867546 -0.0861117 0.853496
2.6185 -0.0874687 0.869735 -0.0860262 0.855648
2.6186 -0.0873817 0.871922 -0.0859406 0.857799
2.6187 -0.0872945 0.874107 -0.0858547 0.859947
2.6188 -0.0872071 0.876289 -0.0857686 0.862094
2.6189 -0.0871195 0.878469 -0.0856822 0.864238
2.619 -0.0870316 0.880647 -0.0855957 0.86638
2.6191 -0.0869436 0.882823 -0.085509 0.86852
2.6192 -0.0868553 0.884997 -0.085422 0.870658
2.6193 -0.0867668 0.887168 -0.0853348 0.872793
2.6194 -0.0866781 0.889337 -0.0852475 0.874927
2.6195 -0.0865891 0.891504 -0.0851599 0.877058
2.6196 -0.0865 0.893669 -0.085072 0.879187
2.6197 -0.0864106 0.895831 -0.084984 0.881314
2.6198 -0.086321 0.897992 -0.0848958 0.883438
2.6199 -0.0862312 0.90015 -0.0848073 0.885561
2.62 -0.0861412 0.902305 -0.0847187 0.887681
2.6201 -0.086051 0.904459 -0.0846298 0.889799
2.6202 -0.0859605 0.90661 -0.0845407 0.891915
2.6203 -0.0858699 0.908759 -0.0844514 0.894028
2.6204 -0.085779 0.910906 -0.0843619 0.896139
2.6205 -0.0856879 0.91305 -0.0842722 0.898248
2.6206 -0.0855966 0.915193 -0.0841823 0.900355
2.6207 -0.0855051 0.917332 -0.0840921 0.90246
2.6208 -0.0854133 0.91947 -0.0840018 0.904562
2.6209 -0.0853214 0.921605 -0.0839112 0.906662
2.621 -0.0852292 0.923738 -0.0838204 0.90876
2.6211 -0.0851369 0.925869 -0.0837294 0.910855
2.6212 -0.0850443 0.927998 -0.0836383 0.912949
2.6213 -0.0849515 0.930124 -0.0835469 0.91504
2.6214 -0.0848585 0.932248 -0.0834552 0.917128
2.6215 -0.0847652 0.934369 -0.0833634 0.919215
2.6216 -0.0846718 0.936488 -0.0832714 0.921299
2.6217 -0.0845782 0.938605 -0.0831792 0.923381
2.6218 -0.0844843 0.940719 -0.0830867 0.92546
2.6219 -0.0843902 0.942831 -0.0829941 0.927537
2.622 -0.0842959 0.944941 -0.0829012 0.929612
2.6221 -0.0842014 0.947049 -0.0828082 0.931685
2.6222 -0.0841067 0.949154 -0.0827149 0.933755
2.6223 -0.0840118 0.951256 -0.0826214 0.935823
2.6224 -0.0839167 0.953357 -0.0825277 0.937888
2.6225 -0.0838214 0.955455 -0.0824338 0.939951
2.6226 -0.0837258 0.95755 -0.0823397 0.942012
2.6227 -0.0836301 0.959643 -0.0822454 0.944071
2.6228 -0.0835341 0.961734 -0.0821509 0.946127
2.6229 -0.0834379 0.963822 -0.0820562 0.948181
2.623 -0.0833415 0.965908 -0.0819613 0.950232
2.6231 -0.0832449 0.967992 -0.0818662 0.952281
2.6232 -0.0831481 0.970073 -0.0817708 0.954328
2.6233 -0.0830511 0.972152 -0.0816753 0.956372
2.6234 -0.0829539 0.974228 -0.0815796 0.958414
2.6235 -0.0828565 0.976302 -0.0814836 0.960453
2.6236 -0.0827589 0.978373 -0.0813875 0.96249
2.6237 -0.082661 0.980442 -0.0812911 0.964525
2.6238 -0.082563 0.982509 -0.0811946 0.966557
2.6239 -0.0824647 0.984573 -0.0810978 0.968587
2.624 -0.0823663 0.986634 -0.0810008 0.970615
2.6241 -0.0822676 0.988694 -0.0809037 0.97264
2.6242 -0.0821688 0.99075 -0.0808063 0.974662
2.6243 -0.0820697 0.992804 -0.0807087 0.976682
2.6244 -0.0819704 0.994856 -0.080611 0.9787
2.6245 -0.0818709 0.996905 -0.080513 0.980715
2.6246 -0.0817712 0.998952 -0.0804148 0.982728
2.6247 -0.0816713 1.001 -0.0803165 0.984739
2.6248 -0.0815712 1.00304 -0.0802179 0.986747
2.6249 -0.0814709 1.00508 -0.0801191 0.988752
2.625 -0.0813704 1.00711 -0.0800201 0.990755
2.6251 -0.0812697 1.00915 -0.079921 0.992755
2.6252 -0.0811688 1.01118 -0.0798216 0.994754
2.6253 -0.0810677 1.01321 -0.079722 0.996749
2.6254 -0.0809663 1.01524 -0.0796222 0.998742
2.6255 -0.0808648 1.01726 -0.0795223 1.00073
2.6256 -0.0807631 1.01928 -0.0794221 1.00272
2.6257 -0.0806612 1.0213 -0.0793217 1.00471
2.6258 -0.080559 1.02332 -0.0792211 1.00669
2.6259 -0.0804567 1.02533 -0.0791204 1.00867
2.626 -0.0803542 1.02734 -0.0790194 1.01065
2.6261 -0.0802514 1.02935 -0.0789182 1.01262
2.6262 -0.0801485 1.03136 -0.0788169 1.0146
2.6263 -0.0800454 1.03336 -0.0787153 1.01657
2.6264 -0.079942 1.03536 -0.0786136 1.01853
2.6265 -0.0798385 1.03736 -0.0785116 1.0205
2.6266 -0.0797348 1.03936 -0.0784095 1.02246
2.6267 -0.0796308 1.04135 -0.0783071 1.02442
2.6268 -0.0795267 1.04334 -0.0782046 1.02638
2.6269 -0.0794224 1.04533 -0.0781019 1.02834
2.627 -0.0793178 1.04732 -0.0779989 1.03029
2.6271 -0.0792131 1.0493 -0.0778958 1.03224
2.6272 -0.0791082 1.05128 -0.0777925 1.03419
2.6273 -0.079003 1.05326 -0.077689 1.03613
2.6274 -0.0788977 1.05523 -0.0775852 1.03807
2.6275 -0.0787922 1.0572 -0.0774813 1.04001
2.6276 -0.0786865 1.05917 -0.0773772 1.04195
2.6277 -0.0785805 1.06114 -0.077273 1.04388
2.6278 -0.0784744 1.06311 -0.0771685 1.04582
2.6279 -0.0783681 1.06507 -0.0770638 1.04774
2.628 -0.0782616 1.06703 -0.0769589 1.04967
2.6281 -0.0781549 1.06898 -0.0768539 1.0516
2.6282 -0.078048 1.07094 -0.0767486 1.05352
2.6283 -0.0779409 1.07289 -0.0766432 1.05544
2.6284 -0.0778336 1.07484 -0.0765375 1.05735
2.6285 -0.0777261 1.07678 -0.0764317 1.05926
2.6286 -0.0776185 1.07873 -0.0763257 1.06118
2.6287 -0.0775106 1.08067 -0.0762194 1.06308
2.6288 -0.0774025 1.0826 -0.076113 1.06499
2.6289 -0.0772943 1.08454 -0.0760065 1.06689
2.629 -0.0771858 1.08647 -0.0758997 1.06879
2.6291 -0.0770772 1.0884 -0.0757927 1.07069
2.6292 -0.0769683 1.09033 -0.0756855 1.07258
2.6293 -0.0768593 1.09225 -0.0755782 1.07448
2.6294 -0.0767501 1.09417 -0.0754706 1.07637
2.6295 -0.0766407 1.09609 -0.0753629 1.07825
2.6296 -0.076531 1.09801 -0.075255 1.08014
2.6297 -0.0764212 1.09992 -0.0751469 1.08202
2.6298 -0.0763113 1.10183 -0.0750386 1.0839
2.6299 -0.0762011 1.10374 -0.0749301 1.08577
2.63 -0.0760907 1.10564 -0.0748214 1.08765
2.6301 -0.0759801 1.10755 -0.0747126 1.08952
2.6302 -0.0758694 1.10945 -0.0746035 1.09138
2.6303 -0.0757584 1.11134 -0.0744943 1.09325
2.6304 -0.0756473 1.11324 -0.0743849 1.09511
2.6305 -0.075536 1.11513 -0.0742753 1.09697
2.6306 -0.0754245 1.11702 -0.0741655 1.09883
2.6307 -0.0753128 1.1189 -0.0740555 1.10068
2.6308 -0.0752009 1.12079 -0.0739453 1.10253
2.6309 -0.0750888 1.12267 -0.073835 1.10438
2.631 -0.0749765 1.12454 -0.0737245 1.10623
2.6311 -0.0748641 1.12642 -0.0736138 1.10807
2.6312 -0.0747514 1.12829 -0.0735029 1.10991
2.6313 -0.0746386 1.13016 -0.0733918 1.11175
2.6314 -0.0745256 1.13202 -0.0732805 1.11358
2.6315 -0.0744124 1.13389 -0.0731691 1.11542
2.6316 -0.074299 1.13575 -0.0730574 1.11725
2.6317 -0.0741854 1.1376 -0.0729456 1.11907
2.6318 -0.0740717 1.13946 -0.0728336 1.1209
2.6319 -0.0739577 1.14131 -0.0727214 1.12272
2.632 -0.0738436 1.14316 -0.0726091 1.12453
2.6321 -0.0737293 1.14501 -0.0724965 1.12635
2.6322 -0.0736148 1.14685 -0.0723838 1.12816
2.6323 -0.0735001 1.14869 -0.0722709 1.12997
2.6324 -0.0733852 1.15053 -0.0721578 1.13178
2.6325 -0.0732702 1.15236 -0.0720445 1.13358
2.6326 -0.0731549 1.15419 -0.0719311 1.13538
2.6327 -0.0730395 1.15602 -0.0718175 1.13718
2.6328 -0.0729239 1.15785 -0.0717036 1.13898
2.6329 -0.0728081 1.15967 -0.0715897 1.14077
2.633 -0.0726921 1.16149 -0.0714755 1.14256
2.6331 -0.072576 1.16331 -0.0713611 1.14435
2.6332 -0.0724597 1.16512 -0.0712466 1.14613
2.6333 -0.0723432 1.16693 -0.0711319 1.14791
2.6334 -0.0722265 1.16874 -0.071017 1.14969
2.6335 -0.0721096 1.17055 -0.070902 1.15147
2.6336 -0.0719925 1.17235 -0.0707867 1.15324
2.6337 -0.0718753 1.17415 -0.0706713 1.15501
2.6338 -0.0717579 1.17595 -0.0705557 1.15677
2.6339 -0.0716403 1.17774 -0.07044 1.15854
2.634 -0.0715225 1.17953 -0.070324 1.1603
2.6341 -0.0714046 1.18132 -0.0702079 1.16206
2.6342 -0.0712864 1.18311 -0.0700916 1.16381
2.6343 -0.0711681 1.18489 -0.0699752 1.16557
2.6344 -0.0710496 1.18667 -0.0698585 1.16731
2.6345 -0.070931 1.18844 -0.0697417 1.16906
2.6346 -0.0708121 1.19022 -0.0696247 1.1708
2.6347 -0.0706931 1.19199 -0.0695075 1.17255
2.6348 -0.0705739 1.19375 -0.0693902 1.17428
2.6349 -0.0704545 1.19552 -0.0692727 1.17602
2.635 -0.070335 1.19728 -0.069155 1.17775
2.6351 -0.0702152 1.19904 -0.0690371 1.17948
2.6352 -0.0700953 1.20079 -0.0689191 1.1812
2.6353 -0.0699753 1.20255 -0.0688009 1.18293
2.6354 -0.069855 1.2043 -0.0686825 1.18465
2.6355 -0.0697346 1.20604 -0.068564 1.18636
2.6356 -0.069614 1.20779 -0.0684452 1.18808
2.6357 -0.0694932 1.20953 -0.0683263 1.18979
2.6358 -0.0693722 1.21126 -0.0682073 1.1915
2.6359 -0.0692511 1.213 -0.068088 1.1932
2.636 -0.0691298 1.21473 -0.0679686 1.19491
2.6361 -0.0690083 1.21646 -0.0678491 1.1966
2.6362 -0.0688867 1.21818 -0.0677293 1.1983
2.6363 -0.0687649 1.2199 -0.0676094 1.19999
2.6364 -0.0686429 1.22162 -0.0674893 1.20168
2.6365 -0.0685207 1.22334 -0.0673691 1.20337
2.6366 -0.0683984 1.22505 -0.0672486 1.20506
2.6367 -0.0682759 1.22676 -0.0671281 1.20674
2.6368 -0.0681532 1.22847 -0.0670073 1.20841
2.6369 -0.0680304 1.23017 -0.0668864 1.21009
2.637 -0.0679073 1.23187 -0.0667653 1.21176
2.6371 -0.0677842 1.23357 -0.066644 1.21343
2.6372 -0.0676608 1.23527 -0.0665226 1.2151
2.6373 -0.0675373 1.23696 -0.066401 1.21676
2.6374 -0.0674136 1.23865 -0.0662792 1.21842
2.6375 -0.0672897 1.24033 -0.0661573 1.22008
2.6376 -0.0671657 1.24201 -0.0660352 1.22173
2.6377 -0.0670415 1.24369 -0.065913 1.22338
2.6378 -0.0669171 1.24537 -0.0657905 1.22503
2.6379 -0.0667926 1.24704 -0.065668 1.22667
2.638 -0.0666679 1.24871 -0.0655452 1.22832
2.6381 -0.066543 1.25038 -0.0654223 1.22996
2.6382 -0.066418 1.25204 -0.0652992 1.23159
2.6383 -0.0662928 1.2537 -0.065176 1.23322
2.6384 -0.0661674 1.25536 -0.0650526 1.23485
2.6385 -0.0660418 1.25701 -0.064929 1.23648
2.6386 -0.0659161 1.25867 -0.0648053 1.2381
2.6387 -0.0657903 1.26031 -0.0646814 1.23972
2.6388 -0.0656642 1.26196 -0.0645573 1.24134
2.6389 -0.0655381 1.2636 -0.0644331 1.24295
2.639 -0.0654117 1.26524 -0.0643087 1.24456
2.6391 -0.0652852 1.26687 -0.0641842 1.24617
2.6392 -0.0651585 1.26851 -0.0640595 1.24778
2.6393 -0.0650316 1.27013 -0.0639347 1.24938
2.6394 -0.0649046 1.27176 -0.0638096 1.25098
2.6395 -0.0647774 1.27338 -0.0636845 1.25257
2.6396 -0.0646501 1.275 -0.0635591 1.25416
2.6397 -0.0645226 1.27662 -0.0634336 1.25575
2.6398 -0.0643949 1.27823 -0.063308 1.25734
2.6399 -0.0642671 1.27984 -0.0631822 1.25892
2.64 -0.0641391 1.28145 -0.0630562 1.2605
2.6401 -0.064011 1.28305 -0.0629301 1.26208
2.6402 -0.0638827 1.28465 -0.0628038 1.26365
2.6403 -0.0637542 1.28625 -0.0626773 1.26522
2.6404 -0.0636256 1.28784 -0.0625507 1.26679
2.6405 -0.0634968 1.28943 -0.062424 1.26835
2.6406 -0.0633679 1.29102 -0.0622971 1.26991
2.6407 -0.0632388 1.29261 -0.06217 1.27147
2.6408 -0.0631095 1.29419 -0.0620428 1.27302
2.6409 -0.0629801 1.29576 -0.0619154 1.27457
2.641 -0.0628505 1.29734 -0.0617879 1.27612
2.6411 -0.0627208 1.29891 -0.0616602 1.27767
2.6412 -0.0625909 1.30048 -0.0615323 1.27921
2.6413 -0.0624608 1.30204 -0.0614043 1.28075
2.6414 -0.0623306 1.3036 -0.0612762 1.28228
2.6415 -0.0622003 1.30516 -0.0611479 1.28381
2.6416 -0.0620698 1.30672 -0.0610194 1.28534
2.6417 -0.0619391 1.30827 -0.0608908 1.28687
2.6418 -0.0618083 1.30982 -0.060762 1.28839
2.6419 -0.0616773 1.31136 -0.0606331 1.28991
2.642 -0.0615461 1.3129 -0.0605041 1.29143
2.6421 -0.0614148 1.31444 -0.0603748 1.29294
2.6422 -0.0612834 1.31598 -0.0602455 1.29445
2.6423 -0.0611518 1.31751 -0.0601159 1.29595
2.6424 -0.0610201 1.31904 -0.0599863 1.29746
2.6425 -0.0608881 1.32056 -0.0598565 1.29896
2.6426 -0.0607561 1.32209 -0.0597265 1.30045
2.6427 -0.0606239 1.32361 -0.0595964 1.30195
2.6428 -0.0604915 1.32512 -0.0594661 1.30344
2.6429 -0.060359 1.32663 -0.0593357 1.30492
2.643 -0.0602263 1.32814 -0.0592051 1.30641
2.6431 -0.0600935 1.32965 -0.0590744 1.30789
2.6432 -0.0599606 1.33115 -0.0589435 1.30936
2.6433 -0.0598275 1.33265 -0.0588125 1.31084
2.6434 -0.0596942 1.33415 -0.0586814 1.31231
2.6435 -0.0595608 1.33564 -0.0585501 1.31377
2.6436 -0.0594272 1.33713 -0.0584186 1.31524
2.6437 -0.0592935 1.33861 -0.058287 1.3167
2.6438 -0.0591596 1.3401 -0.0581553 1.31815
2.6439 -0.0590256 1.34157 -0.0580234 1.31961
2.644 -0.0588915 1.34305 -0.0578913 1.32106
2.6441 -0.0587572 1.34452 -0.0577592 1.32251
2.6442 -0.0586227 1.34599 -0.0576268 1.32395
2.6443 -0.0584881 1.34746 -0.0574944 1.32539
2.6444 -0.0583534 1.34892 -0.0573618 1.32683
2.6445 -0.0582185 1.35038 -0.057229 1.32826
2.6446 -0.0580834 1.35183 -0.0570961 1.32969
2.6447 -0.0579483 1.35329 -0.0569631 1.33112
2.6448 -0.0578129 1.35473 -0.0568299 1.33254
2.6449 -0.0576775 1.35618 -0.0566966 1.33397
2.645 -0.0575418 1.35762 -0.0565631 1.33538
2.6451 -0.0574061 1.35906 -0.0564295 1.3368
2.6452 -0.0572702 1.36049 -0.0562957 1.33821
2.6453 -0.0571341 1.36193 -0.0561619 1.33962
2.6454 -0.0569979 1.36335 -0.0560278 1.34102
2.6455 -0.0568616 1.36478 -0.0558936 1.34242
2.6456 -0.0567251 1.3662 -0.0557593 1.34382
2.6457 -0.0565885 1.36762 -0.0556249 1.34521
2.6458 -0.0564517 1.36903 -0.0554903 1.3466
2.6459 -0.0563148 1.37045 -0.0553556 1.34799
2.646 -0.0561778 1.37185 -0.0552207 1.34937
2.6461 -0.0560406 1.37326 -0.0550857 1.35075
2.6462 -0.0559033 1.37466 -0.0549505 1.35213
2.6463 -0.0557658 1.37606 -0.0548153 1.3535
2.6464 -0.0556282 1.37745 -0.0546798 1.35487
2.6465 -0.0554905 1.37884 -0.0545443 1.35624
2.6466 -0.0553526 1.38023 -0.0544086 1.35761
