0 0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.016 0.018 0.02 0.022 0.024 0.026 0.028 0.03 0.032 0.034 0.036 0.038 0.04 0.042 0.044 0.046 0.048 0.05 0.052 0.054 0.056 0.058 0.06 0.062 0.064 0.066 0.068 0.07 0.072 0.074 0.076 0.078 0.08 0.082 0.084 0.086 0.088 0.09 0.092 0.094 0.096 0.098 0.0995 0.098 0.096 0.094 0.092 0.09 0.088 0.086 0.084 0.082 0.08 0.078 0.076 0.074 0.072 0.07 0.068 0.066 0.064 0.062 0.06 0.058 0.056 0.054 0.052 0.05 0.048 0.046 0.044 0.042 0.04 0.038 0.036 0.034 0.032 0.03 0.028 0.026 0.024 0.022 0.02 0.018 0.016 0.014 0.012 0.01 0.008 0.006 0.004 0 
0 0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.016 0.018 0.02 0.022 0.024 0.026 0.028 0.03 0.032 0.034 0.036 0.038 0.04 0.042 0.044 0.046 0.048 0.05 0.052 0.054 0.056 0.058 0.06 0.062 0.064 0.066 0.068 0.07 0.072 0.074 0.076 0.078 0.08 0.082 0.0839991 0.0859854 0.0878634 0.0892244 0.0893665 0.0887429 0.0890596 0.0890473 0.088923 0.0890473 0.0890596 0.0887429 0.0893665 0.0892244 0.0878634 0.0859854 0.0839991 0.082 0.08 0.078 0.076 0.074 0.072 0.07 0.068 0.066 0.064 0.062 0.06 0.058 0.056 0.054 0.052 0.05 0.048 0.046 0.044 0.042 0.04 0.038 0.036 0.034 0.032 0.03 0.028 0.026 0.024 0.022 0.0199999 0.0179974 0.0159666 0.0137605 0.0110285 0.00789847 0.00571834 0.00418211 0.00193681 0 
0 0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.016 0.018 0.02 0.022 0.024 0.026 0.028 0.03 0.032 0.034 0.036 0.038 0.04 0.042 0.044 0.046 0.048 0.05 0.052 0.054 0.056 0.058 0.06 0.062 0.064 0.066 0.068 0.07 0.0719994 0.073994 0.0759577 0.0777764 0.0791271 0.0795314 0.0790224 0.0787079 0.0791387 0.0790707 0.0788302 0.079176 0.0788536 0.0791186 0.0788919 0.0791186 0.0788536 0.079176 0.0788302 0.0790707 0.0791387 0.0787079 0.0790224 0.0795314 0.0791271 0.0777764 0.0759577 0.073994 0.0719994 0.07 0.068 0.066 0.064 0.062 0.06 0.058 0.056 0.054 0.052 0.05 0.048 0.046 0.044 0.042 0.04 0.038 0.036 0.034 0.0319999 0.0299986 0.0279888 0.0259326 0.0237073 0.0211028 0.0181433 0.0155512 0.013934 0.0122526 0.0098663 0.0079968 0.00605942 0.00394336 0.00203085 0 
0 0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.016 0.018 0.02 0.022 0.024 0.026 0.028 0.03 0.032 0.034 0.036 0.038 0.04 0.042 0.044 0.046 0.048 0.05 0.052 0.054 0.056 0.058 0.0599997 0.0619978 0.0639862 0.0659296 0.0677111 0.0690577 0.0695925 0.0692444 0.0687171 0.0688621 0.0692325 0.0689625 0.0688617 0.0691696 0.0688995 0.0690085 0.0690627 0.0688963 0.0691222 0.0688716 0.0691297 0.0688716 0.0691222 0.0688963 0.0690627 0.0690085 0.0688995 0.0691696 0.0688617 0.0689625 0.0692325 0.0688621 0.0687171 0.0692444 0.0695925 0.0690577 0.0677111 0.0659296 0.0639862 0.0619978 0.0599997 0.058 0.056 0.054 0.052 0.05 0.048 0.046 0.0439999 0.0419995 0.0399962 0.037979 0.0359068 0.0336763 0.0311371 0.0282928 0.0255999 0.0236787 0.0222177 0.0201535 0.0177901 0.0160508 0.0140841 0.0118828 0.010086 0.00795814 0.00601076 0.00400302 0.00199556 0 
0 0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.016 0.018 0.02 0.022 0.024 0.026 0.028 0.03 0.032 0.034 0.036 0.038 0.04 0.042 0.044 0.046 0.0479999 0.0499992 0.0519954 0.0539769 0.0559028 0.0576576 0.0590018 0.059619 0.0594021 0.0588249 0.0587008 0.0591107 0.0591914 0.058839 0.0589534 0.0591631 0.0588774 0.059008 0.0590888 0.0588705 0.0591211 0.0589137 0.0590457 0.0589892 0.058986 0.0590283 0.0589671 0.0590283 0.058986 0.0589892 0.0590457 0.0589137 0.0591211 0.0588705 0.0590888 0.059008 0.0588774 0.0591631 0.0589534 0.058839 0.0591914 0.0591107 0.0587008 0.0588249 0.0594021 0.059619 0.0590018 0.0576576 0.0559027 0.0539767 0.0519941 0.0499923 0.0479692 0.0458862 0.0436547 0.041158 0.0383934 0.035682 0.0335554 0.0320387 0.0303055 0.0279381 0.025807 0.0241481 0.0220285 0.0198717 0.0181111 0.0159604 0.0139761 0.0120551 0.00994161 0.00804696 0.00596822 0.00401842 0.00199181 0 
0 0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.016 0.018 0.02 0.022 0.024 0.026 0.028 0.03 0.032 0.034 0.036 0.0379997 0.0399984 0.0419922 0.0439668 0.0458774 0.0476116 0.0489543 0.0496298 0.0495176 0.0489512 0.0486439 0.0489373 0.0492513 0.0490179 0.048801 0.0490811 0.0491075 0.0488475 0.0490557 0.049067 0.0488729 0.04911 0.0489524 0.0489785 0.0490734 0.0488989 0.0491085 0.0488969 0.0490925 0.0489181 0.0490745 0.0489281 0.0490745 0.0489181 0.0490925 0.0488969 0.0491085 0.0488989 0.0490734 0.0489785 0.0489524 0.04911 0.0488729 0.049067 0.0490557 0.0488475 0.0491075 0.0490811 0.0488009 0.0490175 0.049249 0.048927 0.0486041 0.0488203 0.0491559 0.0488024 0.0474213 0.0453748 0.0433847 0.0418362 0.0402919 0.0381407 0.0357717 0.0339487 0.0321931 0.0299253 0.0279098 0.0261349 0.0239328 0.021975 0.0200784 0.017918 0.0160551 0.0139787 0.0119949 0.0100196 0.00797607 0.00602149 0.0039845 0.00200799 0 
0 0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.016 0.018 0.02 0.022 0.024 0.0259999 0.0279995 0.0299973 0.0319885 0.0339563 0.0358534 0.0375711 0.0389127 0.0396322 0.039605 0.0390732 0.0386497 0.0387918 0.039195 0.0391783 0.0388389 0.0388939 0.0391704 0.0389975 0.0388597 0.0391146 0.0390131 0.0388883 0.0391171 0.0389504 0.038965 0.0390926 0.0388921 0.0390881 0.0389505 0.0390071 0.0390296 0.0389434 0.0390742 0.0389157 0.0390894 0.0389084 0.0390922 0.0389084 0.0390894 0.0389157 0.0390742 0.0389434 0.0390296 0.0390071 0.0389505 0.0390881 0.0388921 0.0390926 0.0389649 0.0389496 0.0391136 0.0388743 0.0389646 0.0389691 0.0384849 0.038181 0.037694 0.0367303 0.0363373 0.0369171 0.0374142 0.0370677 0.0365325 0.0368599 0.0377327 0.0377576 0.0367519 0.0355717 0.0339798 0.0318462 0.029997 0.0280738 0.0259041 0.0240599 0.0219931 0.0199653 0.0180538 0.0159467 0.0140415 0.0119735 0.0100134 0.00799564 0.00599944 0.00400217 0.00199839 0 
0 0.002 0.004 0.006 0.008 0.01 0.012 0.014 0.0159998 0.0179991 0.019996 0.0219844 0.0239455 0.0258307 0.0275345 0.0288753 0.0296298 0.0296732 0.0291847 0.0286903 0.0286892 0.0290885 0.0292603 0.028967 0.0287931 0.0290596 0.0291531 0.0288836 0.0289359 0.0291435 0.0289403 0.0289298 0.0291232 0.0289249 0.0289816 0.0290898 0.0288942 0.0290719 0.0289861 0.0289583 0.0290792 0.028906 0.0290898 0.0289266 0.0290516 0.0289705 0.0290101 0.0290051 0.0289842 0.029022 0.0289759 0.029022 0.0289842 0.0290051 0.0290101 0.0289705 0.0290515 0.0289264 0.0290885 0.0289011 0.0290614 0.0289017 0.0288278 0.0286862 0.0280864 0.027659 0.0268827 0.0264348 0.0267678 0.0270443 0.0272724 0.0271744 0.0266795 0.0268493 0.0273635 0.0270329 0.0266324 0.0270728 0.0273233 0.0269546 0.0267533 0.0267375 0.0270833 0.0277498 0.0276182 0.0268295 0.0256045 0.023769 0.0219806 0.019979 0.0179787 0.0160289 0.0139665 0.0120306 0.009975 0.00801855 0.0059874 0.00400763 0.00199644 0 
0 0.00199999 0.00399993 0.00599968 0.0079986 0.00999444 0.0119799 0.0139347 0.0158091 0.0175011 0.0188412 0.0196244 0.0197274 0.0192846 0.0187493 0.0186253 0.0189708 0.0192713 0.0191026 0.0187995 0.018912 0.0191757 0.0190321 0.0188391 0.0190494 0.0191101 0.01888 0.0189996 0.0191063 0.0188951 0.0190185 0.0190721 0.0188942 0.0190737 0.0189935 0.0189432 0.0190907 0.0189105 0.0190616 0.0189788 0.0189809 0.0190514 0.0189276 0.0190827 0.0189155 0.019081 0.0189252 0.0190682 0.0189375 0.0190588 0.0189424 0.0190587 0.018937 0.0190664 0.0189187 0.0190595 0.0188514 0.0189131 0.0185327 0.0182506 0.0175877 0.0169369 0.0165937 0.0164895 0.0171001 0.0172756 0.017155 0.0168644 0.0167194 0.0172323 0.0171515 0.0167353 0.0170477 0.0171591 0.0168401 0.017003 0.0171644 0.01683 0.0169449 0.0172729 0.016877 0.0167606 0.0171795 0.0172031 0.0170011 0.0166373 0.0167081 0.0173361 0.0176812 0.0176564 0.0168254 0.0155029 0.013817 0.0119216 0.00999471 0.00798065 0.00600982 0.00399189 0.0020039 0 
0 0.0019772 0.00392443 0.00578867 0.0074702 0.00880981 0.00961705 0.00977129 0.00937378 0.00881734 0.00859247 0.00886059 0.00923325 0.00920776 0.00887512 0.00880893 0.00909421 0.00915407 0.00889088 0.00890024 0.00913552 0.00901762 0.00886987 0.0090768 0.00905422 0.00888313 0.00906503 0.00903677 0.00889988 0.00908672 0.00898096 0.00894664 0.00909135 0.00891658 0.00904184 0.00901109 0.0089445 0.00908033 0.00891631 0.00906991 0.0089541 0.00901829 0.009008 0.00896986 0.00904707 0.00894097 0.00906659 0.00892801 0.00907154 0.00891686 0.00905015 0.00885379 0.00889426 0.00852569 0.00827182 0.00757961 0.0070558 0.00652956 0.00654266 0.00693156 0.00725209 0.00732663 0.0067997 0.0068282 0.00698646 0.00722577 0.00699875 0.00674174 0.00717518 0.00706355 0.0068529 0.00706174 0.0070261 0.00696115 0.00702195 0.00698766 0.00698537 0.00706264 0.00694417 0.00693973 0.00717202 0.00691681 0.0068381 0.00721505 0.0070485 0.00682798 0.00688244 0.00718162 0.00726842 0.00682488 0.00662311 0.00679436 0.00738888 0.00776291 0.00762054 0.00680953 0.00546956 0.00379193 0.0019304 0 
