Tiempo_A,Analitica,Tiempo,Euler,RK4
0.3772,0.685847,0.618103,0.616745,0.613301
0.3773,0.685779,0.618041,0.616683,0.613239
0.3774,0.68571,0.617979,0.616621,0.613178
0.3775,0.685642,0.617918,0.61656,0.613117
0.3776,0.685573,0.617856,0.616498,0.613055
0.3777,0.685505,0.617794,0.616436,0.612994
0.3778,0.685436,0.617732,0.616375,0.612933
0.3779,0.685368,0.617671,0.616313,0.612871
0.378,0.685299,0.617609,0.616252,0.61281
0.3781,0.685231,0.617547,0.61619,0.612749
0.3782,0.685162,0.617485,0.616128,0.612688
0.3783,0.685093,0.617424,0.616067,0.612626
0.3784,0.685025,0.617362,0.616005,0.612565
0.3785,0.684956,0.6173,0.615944,0.612504
0.3786,0.684888,0.617238,0.615882,0.612443
0.3787,0.684819,0.617177,0.61582,0.612381
0.3788,0.684751,0.617115,0.615759,0.61232
0.3789,0.684683,0.617053,0.615697,0.612259
0.379,0.684614,0.616992,0.615636,0.612198
0.3791,0.684546,0.61693,0.615574,0.612136
0.3792,0.684477,0.616868,0.615513,0.612075
0.3793,0.684409,0.616806,0.615451,0.612014
0.3794,0.68434,0.616745,0.615389,0.611953
0.3795,0.684272,0.616683,0.615328,0.611892
0.3796,0.684203,0.616621,0.615266,0.61183
0.3797,0.684135,0.61656,0.615205,0.611769
0.3798,0.684067,0.616498,0.615143,0.611708
0.3799,0.683998,0.616436,0.615082,0.611647
0.38,0.68393,0.616375,0.61502,0.611586
0.3801,0.683861,0.616313,0.614959,0.611525
0.3802,0.683793,0.616252,0.614897,0.611464
0.3803,0.683725,0.61619,0.614836,0.611402
0.3804,0.683656,0.616128,0.614774,0.611341
0.3805,0.683588,0.616067,0.614713,0.61128
0.3806,0.68352,0.616005,0.614651,0.611219
0.3807,0.683451,0.615944,0.61459,0.611158
0.3808,0.683383,0.615882,0.614528,0.611097
0.3809,0.683315,0.61582,0.614467,0.611036
0.381,0.683246,0.615759,0.614406,0.610975
0.3811,0.683178,0.615697,0.614344,0.610913
0.3812,0.68311,0.615636,0.614283,0.610852
0.3813,0.683041,0.615574,0.614221,0.610791
0.3814,0.682973,0.615513,0.61416,0.61073
0.3815,0.682905,0.615451,0.614098,0.610669
0.3816,0.682836,0.615389,0.614037,0.610608
0.3817,0.682768,0.615328,0.613976,0.610547
0.3818,0.6827,0.615266,0.613914,0.610486
0.3819,0.682632,0.615205,0.613853,0.610425
0.382,0.682563,0.615143,0.613791,0.610364
0.3821,0.682495,0.615082,0.61373,0.610303
0.3822,0.682427,0.61502,0.613669,0.610242
0.3823,0.682359,0.614959,0.613607,0.610181
0.3824,0.68229,0.614897,0.613546,0.61012
0.3825,0.682222,0.614836,0.613485,0.610059
0.3826,0.682154,0.614774,0.613423,0.609998
0.3827,0.682086,0.614713,0.613362,0.609937
0.3828,0.682017,0.614651,0.613301,0.609876
0.3829,0.681949,0.61459,0.613239,0.609815
0.383,0.681881,0.614528,0.613178,0.609754
0.3831,0.681813,0.614467,0.613117,0.609693
0.3832,0.681745,0.614406,0.613055,0.609632
0.3833,0.681677,0.614344,0.612994,0.609571
0.3834,0.681608,0.614283,0.612933,0.60951
0.3835,0.68154,0.614221,0.612871,0.609449
0.3836,0.681472,0.61416,0.61281,0.609388
0.3837,0.681404,0.614098,0.612749,0.609327
0.3838,0.681336,0.614037,0.612688,0.609266
0.3839,0.681268,0.613976,0.612626,0.609205
0.384,0.6812,0.613914,0.612565,0.609144
0.3841,0.681131,0.613853,0.612504,0.609083
0.3842,0.681063,0.613791,0.612443,0.609023
0.3843,0.680995,0.61373,0.612381,0.608962
0.3844,0.680927,0.613669,0.61232,0.608901
0.3845,0.680859,0.613607,0.612259,0.60884
0.3846,0.680791,0.613546,0.612198,0.608779
0.3847,0.680723,0.613485,0.612136,0.608718
0.3848,0.680655,0.613423,0.612075,0.608657
0.3849,0.680587,0.613362,0.612014,0.608596
0.385,0.680519,0.613301,0.611953,0.608536
0.3851,0.680451,0.613239,0.611892,0.608475
0.3852,0.680383,0.613178,0.61183,0.608414
0.3853,0.680315,0.613117,0.611769,0.608353
0.3854,0.680247,0.613055,0.611708,0.608292
0.3855,0.680179,0.612994,0.611647,0.608231
0.3856,0.68011,0.612933,0.611586,0.608171
0.3857,0.680042,0.612871,0.611525,0.60811
0.3858,0.679974,0.61281,0.611464,0.608049
0.3859,0.679906,0.612749,0.611402,0.607988
0.386,0.679839,0.612688,0.611341,0.607927
0.3861,0.679771,0.612626,0.61128,0.607866
0.3862,0.679703,0.612565,0.611219,0.607806
0.3863,0.679635,0.612504,0.611158,0.607745
0.3864,0.679567,0.612443,0.611097,0.607684
0.3865,0.679499,0.612381,0.611036,0.607623
0.3866,0.679431,0.61232,0.610975,0.607563
0.3867,0.679363,0.612259,0.610913,0.607502
0.3868,0.679295,0.612198,0.610852,0.607441
0.3869,0.679227,0.612136,0.610791,0.60738
0.387,0.679159,0.612075,0.61073,0.60732
0.3871,0.679091,0.612014,0.610669,0.607259
0.3872,0.679023,0.611953,0.610608,0.607198
0.3873,0.678955,0.611892,0.610547,0.607137
0.3874,0.678887,0.61183,0.610486,0.607077
0.3875,0.67882,0.611769,0.610425,0.607016
0.3876,0.678752,0.611708,0.610364,0.606955
0.3877,0.678684,0.611647,0.610303,0.606895
0.3878,0.678616,0.611586,0.610242,0.606834
0.3879,0.678548,0.611525,0.610181,0.606773
0.388,0.67848,0.611464,0.61012,0.606713
0.3881,0.678412,0.611402,0.610059,0.606652
0.3882,0.678345,0.611341,0.609998,0.606591
0.3883,0.678277,0.61128,0.609937,0.606531
0.3884,0.678209,0.611219,0.609876,0.60647
0.3885,0.678141,0.611158,0.609815,0.606409
0.3886,0.678073,0.611097,0.609754,0.606349
0.3887,0.678005,0.611036,0.609693,0.606288
0.3888,0.677938,0.610975,0.609632,0.606227
0.3889,0.67787,0.610913,0.609571,0.606167
0.389,0.677802,0.610852,0.60951,0.606106
0.3891,0.677734,0.610791,0.609449,0.606046
0.3892,0.677666,0.61073,0.609388,0.605985
0.3893,0.677599,0.610669,0.609327,0.605924
0.3894,0.677531,0.610608,0.609266,0.605864
0.3895,0.677463,0.610547,0.609205,0.605803
0.3896,0.677395,0.610486,0.609144,0.605743
0.3897,0.677328,0.610425,0.609083,0.605682
0.3898,0.67726,0.610364,0.609023,0.605622
0.3899,0.677192,0.610303,0.608962,0.605561
0.39,0.677125,0.610242,0.608901,0.6055
0.3901,0.677057,0.610181,0.60884,0.60544
0.3902,0.676989,0.61012,0.608779,0.605379
0.3903,0.676921,0.610059,0.608718,0.605319
0.3904,0.676854,0.609998,0.608657,0.605258
0.3905,0.676786,0.609937,0.608596,0.605198
0.3906,0.676718,0.609876,0.608536,0.605137
0.3907,0.676651,0.609815,0.608475,0.605077
0.3908,0.676583,0.609754,0.608414,0.605016
0.3909,0.676515,0.609693,0.608353,0.604956
0.391,0.676448,0.609632,0.608292,0.604895
0.3911,0.67638,0.609571,0.608231,0.604835
0.3912,0.676313,0.60951,0.608171,0.604774
0.3913,0.676245,0.609449,0.60811,0.604714
0.3914,0.676177,0.609388,0.608049,0.604653
0.3915,0.67611,0.609327,0.607988,0.604593
0.3916,0.676042,0.609266,0.607927,0.604532
0.3917,0.675974,0.609205,0.607866,0.604472
0.3918,0.675907,0.609144,0.607806,0.604412
0.3919,0.675839,0.609083,0.607745,0.604351
0.392,0.675772,0.609023,0.607684,0.604291
0.3921,0.675704,0.608962,0.607623,0.60423
0.3922,0.675637,0.608901,0.607563,0.60417
0.3923,0.675569,0.60884,0.607502,0.604109
0.3924,0.675501,0.608779,0.607441,0.604049
0.3925,0.675434,0.608718,0.60738,0.603989
0.3926,0.675366,0.608657,0.60732,0.603928
0.3927,0.675299,0.608596,0.607259,0.603868
0.3928,0.675231,0.608536,0.607198,0.603807
0.3929,0.675164,0.608475,0.607137,0.603747
0.393,0.675096,0.608414,0.607077,0.603687
0.3931,0.675029,0.608353,0.607016,0.603626
0.3932,0.674961,0.608292,0.606955,0.603566
0.3933,0.674894,0.608231,0.606895,0.603506
0.3934,0.674826,0.608171,0.606834,0.603445
0.3935,0.674759,0.60811,0.606773,0.603385
0.3936,0.674691,0.608049,0.606713,0.603325
0.3937,0.674624,0.607988,0.606652,0.603264
0.3938,0.674556,0.607927,0.606591,0.603204
0.3939,0.674489,0.607866,0.606531,0.603144
0.394,0.674421,0.607806,0.60647,0.603083
0.3941,0.674354,0.607745,0.606409,0.603023
0.3942,0.674287,0.607684,0.606349,0.602963
0.3943,0.674219,0.607623,0.606288,0.602902
0.3944,0.674152,0.607563,0.606227,0.602842
0.3945,0.674084,0.607502,0.606167,0.602782
0.3946,0.674017,0.607441,0.606106,0.602722
0.3947,0.67395,0.60738,0.606046,0.602661
0.3948,0.673882,0.60732,0.605985,0.602601
0.3949,0.673815,0.607259,0.605924,0.602541
0.395,0.673747,0.607198,0.605864,0.60248
0.3951,0.67368,0.607137,0.605803,0.60242
0.3952,0.673613,0.607077,0.605743,0.60236
0.3953,0.673545,0.607016,0.605682,0.6023
0.3954,0.673478,0.606955,0.605622,0.60224
0.3955,0.673411,0.606895,0.605561,0.602179
0.3956,0.673343,0.606834,0.6055,0.602119
0.3957,0.673276,0.606773,0.60544,0.602059
0.3958,0.673209,0.606713,0.605379,0.601999
0.3959,0.673141,0.606652,0.605319,0.601938
0.396,0.673074,0.606591,0.605258,0.601878
0.3961,0.673007,0.606531,0.605198,0.601818
0.3962,0.672939,0.60647,0.605137,0.601758
0.3963,0.672872,0.606409,0.605077,0.601698
0.3964,0.672805,0.606349,0.605016,0.601638
0.3965,0.672738,0.606288,0.604956,0.601577
0.3966,0.67267,0.606227,0.604895,0.601517
0.3967,0.672603,0.606167,0.604835,0.601457
0.3968,0.672536,0.606106,0.604774,0.601397
0.3969,0.672469,0.606046,0.604714,0.601337
0.397,0.672401,0.605985,0.604653,0.601277
0.3971,0.672334,0.605924,0.604593,0.601217
0.3972,0.672267,0.605864,0.604532,0.601156
0.3973,0.6722,0.605803,0.604472,0.601096
0.3974,0.672132,0.605743,0.604412,0.601036
0.3975,0.672065,0.605682,0.604351,0.600976
0.3976,0.671998,0.605622,0.604291,0.600916
0.3977,0.671931,0.605561,0.60423,0.600856
0.3978,0.671864,0.6055,0.60417,0.600796
0.3979,0.671796,0.60544,0.604109,0.600736
0.398,0.671729,0.605379,0.604049,0.600676
0.3981,0.671662,0.605319,0.603989,0.600616
0.3982,0.671595,0.605258,0.603928,0.600556
0.3983,0.671528,0.605198,0.603868,0.600496
0.3984,0.671461,0.605137,0.603807,0.600436
0.3985,0.671393,0.605077,0.603747,0.600375
0.3986,0.671326,0.605016,0.603687,0.600315
0.3987,0.671259,0.604956,0.603626,0.600255
0.3988,0.671192,0.604895,0.603566,0.600195
0.3989,0.671125,0.604835,0.603506,0.600135
0.399,0.671058,0.604774,0.603445,0.600075
0.3991,0.670991,0.604714,0.603385,0.600015
0.3992,0.670924,0.604653,0.603325,0.599955
0.3993,0.670857,0.604593,0.603264,0.599895
0.3994,0.670789,0.604532,0.603204,0.599835
0.3995,0.670722,0.604472,0.603144,0.599775
0.3996,0.670655,0.604412,0.603083,0.599715
0.3997,0.670588,0.604351,0.603023,0.599655
0.3998,0.670521,0.604291,0.602963,0.599596
0.3999,0.670454,0.60423,0.602902,0.599536
0.4,0.670387,0.60417,0.602842,0.599476
0.4001,0.67032,0.604109,0.602782,0.599416
0.4002,0.670253,0.604049,0.602722,0.599356
0.4003,0.670186,0.603989,0.602661,0.599296
0.4004,0.670119,0.603928,0.602601,0.599236
0.4005,0.670052,0.603868,0.602541,0.599176
0.4006,0.669985,0.603807,0.60248,0.599116
0.4007,0.669918,0.603747,0.60242,0.599056
0.4008,0.669851,0.603687,0.60236,0.598996
0.4009,0.669784,0.603626,0.6023,0.598936
0.401,0.669717,0.603566,0.60224,0.598876
0.4011,0.66965,0.603506,0.602179,0.598817
0.4012,0.669583,0.603445,0.602119,0.598757
0.4013,0.669516,0.603385,0.602059,0.598697
0.4014,0.669449,0.603325,0.601999,0.598637
0.4015,0.669382,0.603264,0.601938,0.598577
0.4016,0.669315,0.603204,0.601878,0.598517
0.4017,0.669248,0.603144,0.601818,0.598457
0.4018,0.669181,0.603083,0.601758,0.598398
0.4019,0.669115,0.603023,0.601698,0.598338
0.402,0.669048,0.602963,0.601638,0.598278
0.4021,0.668981,0.602902,0.601577,0.598218
0.4022,0.668914,0.602842,0.601517,0.598158
0.4023,0.668847,0.602782,0.601457,0.598098
0.4024,0.66878,0.602722,0.601397,0.598039
0.4025,0.668713,0.602661,0.601337,0.597979
0.4026,0.668646,0.602601,0.601277,0.597919
0.4027,0.668579,0.602541,0.601217,0.597859
0.4028,0.668513,0.60248,0.601156,0.597799
0.4029,0.668446,0.60242,0.601096,0.59774
0.403,0.668379,0.60236,0.601036,0.59768
0.4031,0.668312,0.6023,0.600976,0.59762
0.4032,0.668245,0.60224,0.600916,0.59756
0.4033,0.668178,0.602179,0.600856,0.597501
0.4034,0.668112,0.602119,0.600796,0.597441
0.4035,0.668045,0.602059,0.600736,0.597381
0.4036,0.667978,0.601999,0.600676,0.597321
0.4037,0.667911,0.601938,0.600616,0.597262
0.4038,0.667844,0.601878,0.600556,0.597202
0.4039,0.667778,0.601818,0.600496,0.597142
0.404,0.667711,0.601758,0.600436,0.597082
0.4041,0.667644,0.601698,0.600375,0.597023
0.4042,0.667577,0.601638,0.600315,0.596963
0.4043,0.667511,0.601577,0.600255,0.596903
0.4044,0.667444,0.601517,0.600195,0.596844
0.4045,0.667377,0.601457,0.600135,0.596784
0.4046,0.66731,0.601397,0.600075,0.596724
0.4047,0.667244,0.601337,0.600015,0.596665
0.4048,0.667177,0.601277,0.599955,0.596605
0.4049,0.66711,0.601217,0.599895,0.596545
0.405,0.667044,0.601156,0.599835,0.596486
0.4051,0.666977,0.601096,0.599775,0.596426
0.4052,0.66691,0.601036,0.599715,0.596366
0.4053,0.666843,0.600976,0.599655,0.596307
0.4054,0.666777,0.600916,0.599596,0.596247
0.4055,0.66671,0.600856,0.599536,0.596188
0.4056,0.666643,0.600796,0.599476,0.596128
0.4057,0.666577,0.600736,0.599416,0.596068
0.4058,0.66651,0.600676,0.599356,0.596009
0.4059,0.666443,0.600616,0.599296,0.595949
0.406,0.666377,0.600556,0.599236,0.59589
0.4061,0.66631,0.600496,0.599176,0.59583
0.4062,0.666244,0.600436,0.599116,0.59577
0.4063,0.666177,0.600375,0.599056,0.595711
0.4064,0.66611,0.600315,0.598996,0.595651
0.4065,0.666044,0.600255,0.598936,0.595592
0.4066,0.665977,0.600195,0.598876,0.595532
0.4067,0.665911,0.600135,0.598817,0.595473
0.4068,0.665844,0.600075,0.598757,0.595413
0.4069,0.665777,0.600015,0.598697,0.595353
0.407,0.665711,0.599955,0.598637,0.595294
0.4071,0.665644,0.599895,0.598577,0.595234
0.4072,0.665578,0.599835,0.598517,0.595175
0.4073,0.665511,0.599775,0.598457,0.595115
0.4074,0.665445,0.599715,0.598398,0.595056
0.4075,0.665378,0.599655,0.598338,0.594996
0.4076,0.665311,0.599596,0.598278,0.594937
0.4077,0.665245,0.599536,0.598218,0.594877
0.4078,0.665178,0.599476,0.598158,0.594818
0.4079,0.665112,0.599416,0.598098,0.594758
0.408,0.665045,0.599356,0.598039,0.594699
0.4081,0.664979,0.599296,0.597979,0.594639
0.4082,0.664912,0.599236,0.597919,0.59458
0.4083,0.664846,0.599176,0.597859,0.594521
0.4084,0.664779,0.599116,0.597799,0.594461
0.4085,0.664713,0.599056,0.59774,0.594402
0.4086,0.664646,0.598996,0.59768,0.594342
0.4087,0.66458,0.598936,0.59762,0.594283
0.4088,0.664514,0.598876,0.59756,0.594223
0.4089,0.664447,0.598817,0.597501,0.594164
0.409,0.664381,0.598757,0.597441,0.594105
0.4091,0.664314,0.598697,0.597381,0.594045
0.4092,0.664248,0.598637,0.597321,0.593986
0.4093,0.664181,0.598577,0.597262,0.593926
0.4094,0.664115,0.598517,0.597202,0.593867
0.4095,0.664049,0.598457,0.597142,0.593808
0.4096,0.663982,0.598398,0.597082,0.593748
0.4097,0.663916,0.598338,0.597023,0.593689
0.4098,0.663849,0.598278,0.596963,0.593629
0.4099,0.663783,0.598218,0.596903,0.59357
0.41,0.663717,0.598158,0.596844,0.593511
0.4101,0.66365,0.598098,0.596784,0.593451
0.4102,0.663584,0.598039,0.596724,0.593392
0.4103,0.663518,0.597979,0.596665,0.593333
0.4104,0.663451,0.597919,0.596605,0.593273
0.4105,0.663385,0.597859,0.596545,0.593214
0.4106,0.663319,0.597799,0.596486,0.593155
0.4107,0.663252,0.59774,0.596426,0.593095
0.4108,0.663186,0.59768,0.596366,0.593036
0.4109,0.66312,0.59762,0.596307,0.592977
0.411,0.663053,0.59756,0.596247,0.592918
0.4111,0.662987,0.597501,0.596188,0.592858
0.4112,0.662921,0.597441,0.596128,0.592799
0.4113,0.662854,0.597381,0.596068,0.59274
0.4114,0.662788,0.597321,0.596009,0.59268
0.4115,0.662722,0.597262,0.595949,0.592621
0.4116,0.662656,0.597202,0.59589,0.592562
0.4117,0.662589,0.597142,0.59583,0.592503
0.4118,0.662523,0.597082,0.59577,0.592443
0.4119,0.662457,0.597023,0.595711,0.592384
0.412,0.662391,0.596963,0.595651,0.592325
0.4121,0.662324,0.596903,0.595592,0.592266
0.4122,0.662258,0.596844,0.595532,0.592206
0.4123,0.662192,0.596784,0.595473,0.592147
0.4124,0.662126,0.596724,0.595413,0.592088
0.4125,0.662059,0.596665,0.595353,0.592029
0.4126,0.661993,0.596605,0.595294,0.59197
0.4127,0.661927,0.596545,0.595234,0.59191
0.4128,0.661861,0.596486,0.595175,0.591851
0.4129,0.661795,0.596426,0.595115,0.591792
0.413,0.661728,0.596366,0.595056,0.591733
0.4131,0.661662,0.596307,0.594996,0.591674
0.4132,0.661596,0.596247,0.594937,0.591615
0.4133,0.66153,0.596188,0.594877,0.591555
0.4134,0.661464,0.596128,0.594818,0.591496
0.4135,0.661398,0.596068,0.594758,0.591437
0.4136,0.661332,0.596009,0.594699,0.591378
0.4137,0.661265,0.595949,0.594639,0.591319
0.4138,0.661199,0.59589,0.59458,0.59126
0.4139,0.661133,0.59583,0.594521,0.591201
0.414,0.661067,0.59577,0.594461,0.591141
0.4141,0.661001,0.595711,0.594402,0.591082
0.4142,0.660935,0.595651,0.594342,0.591023
0.4143,0.660869,0.595592,0.594283,0.590964
0.4144,0.660803,0.595532,0.594223,0.590905
0.4145,0.660737,0.595473,0.594164,0.590846
0.4146,0.660671,0.595413,0.594105,0.590787
0.4147,0.660604,0.595353,0.594045,0.590728
0.4148,0.660538,0.595294,0.593986,0.590669
0.4149,0.660472,0.595234,0.593926,0.59061
0.415,0.660406,0.595175,0.593867,0.590551
0.4151,0.66034,0.595115,0.593808,0.590492
0.4152,0.660274,0.595056,0.593748,0.590432
0.4153,0.660208,0.594996,0.593689,0.590373
0.4154,0.660142,0.594937,0.593629,0.590314
0.4155,0.660076,0.594877,0.59357,0.590255
0.4156,0.66001,0.594818,0.593511,0.590196
0.4157,0.659944,0.594758,0.593451,0.590137
0.4158,0.659878,0.594699,0.593392,0.590078
0.4159,0.659812,0.594639,0.593333,0.590019
0.416,0.659746,0.59458,0.593273,0.58996
0.4161,0.65968,0.594521,0.593214,0.589901
0.4162,0.659614,0.594461,0.593155,0.589842
0.4163,0.659548,0.594402,0.593095,0.589783
0.4164,0.659482,0.594342,0.593036,0.589724
0.4165,0.659416,0.594283,0.592977,0.589665
0.4166,0.659351,0.594223,0.592918,0.589606
0.4167,0.659285,0.594164,0.592858,0.589547
0.4168,0.659219,0.594105,0.592799,0.589489
0.4169,0.659153,0.594045,0.59274,0.58943
0.417,0.659087,0.593986,0.59268,0.589371
0.4171,0.659021,0.593926,0.592621,0.589312
0.4172,0.658955,0.593867,0.592562,0.589253
0.4173,0.658889,0.593808,0.592503,0.589194
0.4174,0.658823,0.593748,0.592443,0.589135
0.4175,0.658757,0.593689,0.592384,0.589076
0.4176,0.658691,0.593629,0.592325,0.589017
0.4177,0.658626,0.59357,0.592266,0.588958
0.4178,0.65856,0.593511,0.592206,0.588899
0.4179,0.658494,0.593451,0.592147,0.58884
0.418,0.658428,0.593392,0.592088,0.588782
0.4181,0.658362,0.593333,0.592029,0.588723
0.4182,0.658296,0.593273,0.59197,0.588664
0.4183,0.658231,0.593214,0.59191,0.588605
0.4184,0.658165,0.593155,0.591851,0.588546
0.4185,0.658099,0.593095,0.591792,0.588487
0.4186,0.658033,0.593036,0.591733,0.588428
0.4187,0.657967,0.592977,0.591674,0.58837
0.4188,0.657902,0.592918,0.591615,0.588311
0.4189,0.657836,0.592858,0.591555,0.588252
0.419,0.65777,0.592799,0.591496,0.588193
0.4191,0.657704,0.59274,0.591437,0.588134
0.4192,0.657638,0.59268,0.591378,0.588075
0.4193,0.657573,0.592621,0.591319,0.588017
0.4194,0.657507,0.592562,0.59126,0.587958
0.4195,0.657441,0.592503,0.591201,0.587899
0.4196,0.657375,0.592443,0.591141,0.58784
0.4197,0.65731,0.592384,0.591082,0.587781
0.4198,0.657244,0.592325,0.591023,0.587723
0.4199,0.657178,0.592266,0.590964,0.587664
0.42,0.657113,0.592206,0.590905,0.587605
0.4201,0.657047,0.592147,0.590846,0.587546
0.4202,0.656981,0.592088,0.590787,0.587488
0.4203,0.656915,0.592029,0.590728,0.587429
0.4204,0.65685,0.59197,0.590669,0.58737
0.4205,0.656784,0.59191,0.59061,0.587311
0.4206,0.656718,0.591851,0.590551,0.587253
0.4207,0.656653,0.591792,0.590492,0.587194
0.4208,0.656587,0.591733,0.590432,0.587135
0.4209,0.656521,0.591674,0.590373,0.587077
0.421,0.656456,0.591615,0.590314,0.587018
0.4211,0.65639,0.591555,0.590255,0.586959
0.4212,0.656324,0.591496,0.590196,0.5869
0.4213,0.656259,0.591437,0.590137,0.586842
0.4214,0.656193,0.591378,0.590078,0.586783
0.4215,0.656128,0.591319,0.590019,0.586724
0.4216,0.656062,0.59126,0.58996,0.586666
0.4217,0.655996,0.591201,0.589901,0.586607
0.4218,0.655931,0.591141,0.589842,0.586548
0.4219,0.655865,0.591082,0.589783,0.58649
0.422,0.6558,0.591023,0.589724,0.586431
0.4221,0.655734,0.590964,0.589665,0.586373
0.4222,0.655668,0.590905,0.589606,0.586314
0.4223,0.655603,0.590846,0.589547,0.586255
0.4224,0.655537,0.590787,0.589489,0.586197
0.4225,0.655472,0.590728,0.58943,0.586138
0.4226,0.655406,0.590669,0.589371,0.586079
0.4227,0.655341,0.59061,0.589312,0.586021
0.4228,0.655275,0.590551,0.589253,0.585962
0.4229,0.65521,0.590492,0.589194,0.585904
0.423,0.655144,0.590432,0.589135,0.585845
0.4231,0.655079,0.590373,0.589076,0.585786
0.4232,0.655013,0.590314,0.589017,0.585728
0.4233,0.654948,0.590255,0.588958,0.585669
0.4234,0.654882,0.590196,0.588899,0.585611
0.4235,0.654817,0.590137,0.58884,0.585552
0.4236,0.654751,0.590078,0.588782,0.585494
0.4237,0.654686,0.590019,0.588723,0.585435
0.4238,0.65462,0.58996,0.588664,0.585377
0.4239,0.654555,0.589901,0.588605,0.585318
0.424,0.654489,0.589842,0.588546,0.585259
0.4241,0.654424,0.589783,0.588487,0.585201
0.4242,0.654358,0.589724,0.588428,0.585142
0.4243,0.654293,0.589665,0.58837,0.585084
0.4244,0.654228,0.589606,0.588311,0.585025
0.4245,0.654162,0.589547,0.588252,0.584967
0.4246,0.654097,0.589489,0.588193,0.584908
0.4247,0.654031,0.58943,0.588134,0.58485
0.4248,0.653966,0.589371,0.588075,0.584791
0.4249,0.653901,0.589312,0.588017,0.584733
0.425,0.653835,0.589253,0.587958,0.584674
0.4251,0.65377,0.589194,0.587899,0.584616
0.4252,0.653704,0.589135,0.58784,0.584558
0.4253,0.653639,0.589076,0.587781,0.584499
0.4254,0.653574,0.589017,0.587723,0.584441
0.4255,0.653508,0.588958,0.587664,0.584382
0.4256,0.653443,0.588899,0.587605,0.584324
0.4257,0.653378,0.58884,0.587546,0.584265
0.4258,0.653312,0.588782,0.587488,0.584207
0.4259,0.653247,0.588723,0.587429,0.584149
0.426,0.653182,0.588664,0.58737,0.58409
0.4261,0.653116,0.588605,0.587311,0.584032
0.4262,0.653051,0.588546,0.587253,0.583973
0.4263,0.652986,0.588487,0.587194,0.583915
0.4264,0.65292,0.588428,0.587135,0.583857
0.4265,0.652855,0.58837,0.587077,0.583798
0.4266,0.65279,0.588311,0.587018,0.58374
0.4267,0.652725,0.588252,0.586959,0.583681
0.4268,0.652659,0.588193,0.5869,0.583623
0.4269,0.652594,0.588134,0.586842,0.583565
0.427,0.652529,0.588075,0.586783,0.583506
0.4271,0.652464,0.588017,0.586724,0.583448
0.4272,0.652398,0.587958,0.586666,0.58339
0.4273,0.652333,0.587899,0.586607,0.583331
0.4274,0.652268,0.58784,0.586548,0.583273
0.4275,0.652203,0.587781,0.58649,0.583215
0.4276,0.652137,0.587723,0.586431,0.583156
0.4277,0.652072,0.587664,0.586373,0.583098
0.4278,0.652007,0.587605,0.586314,0.58304
0.4279,0.651942,0.587546,0.586255,0.582981
0.428,0.651877,0.587488,0.586197,0.582923
0.4281,0.651811,0.587429,0.586138,0.582865
0.4282,0.651746,0.58737,0.586079,0.582807
0.4283,0.651681,0.587311,0.586021,0.582748
0.4284,0.651616,0.587253,0.585962,0.58269
0.4285,0.651551,0.587194,0.585904,0.582632
0.4286,0.651486,0.587135,0.585845,0.582573
0.4287,0.65142,0.587077,0.585786,0.582515
0.4288,0.651355,0.587018,0.585728,0.582457
0.4289,0.65129,0.586959,0.585669,0.582399
0.429,0.651225,0.5869,0.585611,0.58234
0.4291,0.65116,0.586842,0.585552,0.582282
0.4292,0.651095,0.586783,0.585494,0.582224
0.4293,0.65103,0.586724,0.585435,0.582166
0.4294,0.650965,0.586666,0.585377,0.582108
0.4295,0.6509,0.586607,0.585318,0.582049
0.4296,0.650834,0.586548,0.585259,0.581991
0.4297,0.650769,0.58649,0.585201,0.581933
0.4298,0.650704,0.586431,0.585142,0.581875
0.4299,0.650639,0.586373,0.585084,0.581817
0.43,0.650574,0.586314,0.585025,0.581758
0.4301,0.650509,0.586255,0.584967,0.5817
0.4302,0.650444,0.586197,0.584908,0.581642
0.4303,0.650379,0.586138,0.58485,0.581584
0.4304,0.650314,0.586079,0.584791,0.581526
0.4305,0.650249,0.586021,0.584733,0.581468
0.4306,0.650184,0.585962,0.584674,0.581409
0.4307,0.650119,0.585904,0.584616,0.581351
0.4308,0.650054,0.585845,0.584558,0.581293
0.4309,0.649989,0.585786,0.584499,0.581235
0.431,0.649924,0.585728,0.584441,0.581177
0.4311,0.649859,0.585669,0.584382,0.581119
0.4312,0.649794,0.585611,0.584324,0.581061
0.4313,0.649729,0.585552,0.584265,0.581003
0.4314,0.649664,0.585494,0.584207,0.580945
0.4315,0.649599,0.585435,0.584149,0.580886
0.4316,0.649534,0.585377,0.58409,0.580828
0.4317,0.649469,0.585318,0.584032,0.58077
0.4318,0.649404,0.585259,0.583973,0.580712
0.4319,0.649339,0.585201,0.583915,0.580654
0.432,0.649274,0.585142,0.583857,0.580596
0.4321,0.649209,0.585084,0.583798,0.580538
0.4322,0.649144,0.585025,0.58374,0.58048
0.4323,0.64908,0.584967,0.583681,0.580422
0.4324,0.649015,0.584908,0.583623,0.580364
0.4325,0.64895,0.58485,0.583565,0.580306
0.4326,0.648885,0.584791,0.583506,0.580248
0.4327,0.64882,0.584733,0.583448,0.58019
0.4328,0.648755,0.584674,0.58339,0.580132
0.4329,0.64869,0.584616,0.583331,0.580074
0.433,0.648625,0.584558,0.583273,0.580016
0.4331,0.64856,0.584499,0.583215,0.579958
0.4332,0.648496,0.584441,0.583156,0.5799
