Tiempo_A,Analitica,Tiempo,Euler,RK4
0.1061,0.899425,1.12948e-42,2.17436e-76,2.17462e-76
0.1062,0.899335,3.53915e-57,4.47267e-33,1.30372e-76
0.1063,0.899245,4.46742e-33,5.60016e-67,1.31179e-71
0.1064,0.899155,4.65949e-86,9.49624e-43,3.11467e+179
0.1065,0.899065,2.34148e-57,9.46434e-96,1.5701e-76
0.1066,0.898975,3.05812e-57,3.85467e-57,1.31894e-259
0.1067,0.898885,3.22525e-86,1.69013e-52,1.2177e-76
0.1068,0.898795,2.90702e-33,5.60088e-67,1.13352e-95
0.1069,0.898705,3.85518e-86,1.65428e-47,1.8978e-52
0.107,0.898616,4.31926e-38,3.22115e-57,4.18016e-62
0.1071,0.898526,5.6415e-62,1.30353e-76,8.54406e-72
0.1072,0.898436,4.45841e-86,2.17462e-76,7.48419e-67
0.1073,0.898346,3.57281e-62,2.90965e-33,9.46617e-96
0.1074,0.898256,8.61403e-67,8.59695e-67,1.04033e-42
0.1075,0.898166,1.38321e-47,8.23591e-67,3.38046e-57
0.1076,0.898077,1.31372e-47,1.57651e-52,3.66964e-62
0.1077,0.897987,4.4369e-38,4.66175e-62,1.58586e-47
0.1078,0.897897,4.66175e-62,1.04007e-95,1.79821e-52
0.1079,0.897807,7.70753e-43,6.00604e-67,1.30353e-76
0.108,0.897717,1.30353e-76,3.53666e-57,2.17462e-76
0.1081,0.897628,2.17462e-76,1.03345e-47,1.30372e-76
0.1082,0.897538,5.60233e-67,9.94466e-43,2.62864e-52
0.1083,0.897448,2.17436e-76,2.57894e-57,1.72506e-47
0.1084,0.897358,4.47267e-33,1.30353e-76,2.40587e-57
0.1085,0.897269,5.60016e-67,2.17462e-76,4.66175e-62
0.1086,0.897179,9.49624e-43,1.03305e-47,1.04025e-95
0.1087,0.897089,9.46434e-96,7.85511e-67,1.72372e-47
0.1088,0.896999,3.85467e-57,1.31399e-47,9.5117e-43
0.1089,0.89691,1.69013e-52,5.60088e-67,4.25734e-86
0.109,0.89682,5.60088e-67,1.65428e-47,2.83067e-33
0.1091,0.89673,1.65428e-47,1.1337e-95,4.01584e-57
0.1092,0.896641,3.22115e-57,1.03141e-71,3.22524e-86
0.1093,0.896551,1.30353e-76,7.1289e-67,2.90702e-33
0.1094,0.896461,2.17462e-76,8.54406e-72,4.05625e-86
0.1095,0.896372,2.90965e-33,1.31179e-71,1.00565e-47
0.1096,0.896282,8.59695e-67,8.98208e-67,3.05812e-57
0.1097,0.896193,8.23591e-67,1.30353e-76,3.65411e-86
0.1098,0.896103,1.57651e-52,2.17462e-76,1.53451e-52
0.1099,0.896013,4.66175e-62,1.39737e-76,7.11861e-38
0.11,0.895924,1.04007e-95,8.52427e-96,9.17548e-72
0.1101,0.895834,6.00604e-67,3.59651e+179,2.00292e-76
0.1102,0.895745,3.53666e-57,1.5701e-76,4.25732e-86
0.1103,0.895655,1.03345e-47,1.31894e-259,1.00566e-47
0.1104,0.895565,9.94466e-43,3.25196e-86,1.37011e-71
0.1105,0.895476,2.57894e-57,4.25733e-86,3.22525e-86
0.1106,0.895386,1.30353e-76,9.94466e-43,2.90702e-33
0.1107,0.895297,2.17462e-76,3.53977e-57,4.4584e-86
0.1108,0.895207,1.03305e-47,1.03318e-47,2.34148e-57
0.1109,0.895118,7.85511e-67,4.66175e-62,3.50895e-33
0.111,0.895028,1.31399e-47,8.06167e-96,3.85518e-86
0.1111,0.894939,5.60088e-67,3.89264e-33,4.31926e-38
0.1112,0.894849,1.65428e-47,1.1446e-71,1.18088e-95
0.1113,0.89476,1.1337e-95,1.3049e-76,4.67202e-62
0.1114,0.89467,1.03141e-71,1.7227e-47,5.94086e-38
0.1115,0.894581,7.1289e-67,6.12485e-62,2.90965e-33
0.1116,0.894491,8.54406e-72,1.30353e-76,8.59695e-67
0.1117,0.894402,1.31179e-71,2.17462e-76,0.799795
0.1118,0.894313,8.98208e-67,1.30372e-76,0.799715
0.1119,0.894223,1.30353e-76,1.31179e-71,2.55496e-319
0.112,0.894134,2.17462e-76,3.11467e+179,0.799555
0.1121,0.894044,1.39737e-76,1.5701e-76,0.799475
0.1122,0.893955,8.52427e-96,1.31894e-259,0.799395
0.1123,0.893865,3.59651e+179,1.2177e-76,0.799315
0.1124,0.893776,1.5701e-76,1.13352e-95,0.799235
0.1125,0.893687,1.31894e-259,1.8978e-52,0.799155
0.1126,0.893597,3.25196e-86,4.18016e-62,0.799075
0.1127,0.893508,4.25733e-86,8.54406e-72,0.798995
0.1128,0.893419,9.94466e-43,7.48419e-67,0.798916
0.1129,0.893329,3.53977e-57,9.46617e-96,0.798836
0.113,0.89324,1.03318e-47,1.04033e-42,0.798756
0.1131,0.893151,4.66175e-62,3.38046e-57,0.798676
0.1132,0.893061,8.06167e-96,3.66964e-62,0.798596
0.1133,0.892972,3.89264e-33,1.58586e-47,0.798516
0.1134,0.892883,1.1446e-71,1.79821e-52,0.798436
0.1135,0.892793,1.3049e-76,1.30353e-76,0.798357
0.1136,0.892704,1.7227e-47,2.17462e-76,0.798277
0.1137,0.892615,6.12485e-62,1.30372e-76,0.798197
0.1138,0.892526,1.30353e-76,2.62864e-52,0.798117
0.1139,0.892436,2.17462e-76,1.72506e-47,0.798037
0.114,0.892347,1.30372e-76,2.40587e-57,0.797957
0.1141,0.892258,1.31179e-71,4.66175e-62,0.797878
0.1142,0.892169,3.11467e+179,1.04025e-95,0.797798
0.1143,0.89208,1.04138e-42,1.72372e-47,0.797718
0.1144,0.89199,2.73886e-57,9.5117e-43,0.797638
0.1145,0.891901,1.57381e-76,4.25734e-86,0.797559
0.1146,0.891812,4.18203e-62,2.83067e-33,0.797479
0.1147,0.891723,3.45301e-86,1.42737e-71,0.797399
0.1148,0.891634,2.34147e-57,2.10694e-52,0.797319
0.1149,0.891544,1.04138e-42,1.04024e-95,0.79724
0.115,0.891455,2.73886e-57,3.76051e+179,0.79716
0.1151,0.891366,3.31713e-33,4.46439e-33,0.79708
0.1152,0.891277,7.11176e-38,8.5428e-72,0.797
0.1153,0.891188,5.06164e-86,4.65698e-33,0.796921
0.1154,0.891099,4.90484e-62,3.67012e-62,0.796841
0.1155,0.89101,5.40034e-62,9.49624e-43,0.796761
0.1156,0.890921,2.10816e-52,4.01645e-57,0.796682
0.1157,0.890831,2.17565e-76,6.76842e-43,0.796602
0.1158,0.890742,5.64697e-38,3.22525e-86,0.796522
0.1159,0.890653,4.05626e-86,4.43575e-38,0.796443
0.116,0.890564,4.31926e-38,3.45302e-86,0.796363
0.1161,0.890475,2.42465e-52,2.34148e-57,0.796284
0.1162,0.890386,2.73886e-57,6.01035e-67,0.796204
0.1163,0.890297,5.06154e-38,3.25195e-86,0.796124
0.1164,0.890208,8.97335e-67,3.22524e-86,0.796045
0.1165,0.890119,5.22926e-67,4.65698e-33,0.795965
0.1166,0.89003,5.20749e-90,6.77017e-43,0.795885
0.1167,0.889941,1.1307e-42,9.49624e-43,0.795806
0.1168,0.889852,9.72377e-72,1.19922e-71,0.795726
0.1169,0.889763,1.42737e-71,3.25196e-86,0.795647
0.117,0.889674,2.10694e-52,3.22524e-86,0.795567
0.1171,0.889585,1.04024e-95,4.43575e-38,0.795488
0.1172,0.889496,3.76051e+179,8.59523e-67,0.795408
0.1173,0.889407,4.46439e-33,0.799795,0.795329
0.1174,0.889318,8.5428e-72,0.799715,0.795249
0.1175,0.889229,4.65698e-33,2.55496e-319,0.795169
0.1176,0.889141,3.67012e-62,0.799555,0.79509
0.1177,0.889052,9.49624e-43,0.799475,0.79501
0.1178,0.888963,4.01645e-57,0.799395,0.794931
0.1179,0.888874,6.76842e-43,0.799315,0.794851
0.118,0.888785,3.22525e-86,0.799235,0.794772
0.1181,0.888696,4.43575e-38,0.799155,0.794693
0.1182,0.888607,3.45302e-86,0.799075,0.794613
0.1183,0.888518,2.34148e-57,0.798995,0.794534
0.1184,0.888429,6.01035e-67,0.798916,0.794454
0.1185,0.888341,3.25195e-86,0.798836,0.794375
0.1186,0.888252,3.22524e-86,0.798756,0.794295
0.1187,0.888163,4.65698e-33,0.798676,0.794216
0.1188,0.888074,6.77017e-43,0.798596,0.794136
0.1189,0.887985,9.49624e-43,0.798516,0.794057
0.119,0.887897,1.19922e-71,0.798436,0.793978
0.1191,0.887808,3.25196e-86,0.798357,0.793898
0.1192,0.887719,3.22524e-86,0.798277,0.793819
0.1193,0.88763,4.43575e-38,0.798197,0.793739
0.1194,0.887541,8.59523e-67,0.798117,0.79366
0.1195,0.887453,0.799795,0.798037,0.793581
0.1196,0.887364,0.799715,0.797957,0.793501
0.1197,0.887275,2.55496e-319,0.797878,0.793422
0.1198,0.887187,0.799555,0.797798,0.793343
0.1199,0.887098,0.799475,0.797718,0.793263
0.12,0.887009,0.799395,0.797638,0.793184
0.1201,0.88692,0.799315,0.797559,0.793105
0.1202,0.886832,0.799235,0.797479,0.793025
0.1203,0.886743,0.799155,0.797399,0.792946
0.1204,0.886654,0.799075,0.797319,0.792867
0.1205,0.886566,0.798995,0.79724,0.792788
0.1206,0.886477,0.798916,0.79716,0.792708
0.1207,0.886388,0.798836,0.79708,0.792629
0.1208,0.8863,0.798756,0.797,0.79255
0.1209,0.886211,0.798676,0.796921,0.79247
0.121,0.886123,0.798596,0.796841,0.792391
0.1211,0.886034,0.798516,0.796761,0.792312
0.1212,0.885945,0.798436,0.796682,0.792233
0.1213,0.885857,0.798357,0.796602,0.792154
0.1214,0.885768,0.798277,0.796522,0.792074
0.1215,0.88568,0.798197,0.796443,0.791995
0.1216,0.885591,0.798117,0.796363,0.791916
0.1217,0.885502,0.798037,0.796284,0.791837
0.1218,0.885414,0.797957,0.796204,0.791758
0.1219,0.885325,0.797878,0.796124,0.791678
0.122,0.885237,0.797798,0.796045,0.791599
0.1221,0.885148,0.797718,0.795965,0.79152
0.1222,0.88506,0.797638,0.795885,0.791441
0.1223,0.884971,0.797559,0.795806,0.791362
0.1224,0.884883,0.797479,0.795726,0.791283
0.1225,0.884794,0.797399,0.795647,0.791204
0.1226,0.884706,0.797319,0.795567,0.791124
0.1227,0.884617,0.79724,0.795488,0.791045
0.1228,0.884529,0.79716,0.795408,0.790966
0.1229,0.884441,0.79708,0.795329,0.790887
0.123,0.884352,0.797,0.795249,0.790808
0.1231,0.884264,0.796921,0.795169,0.790729
0.1232,0.884175,0.796841,0.79509,0.79065
0.1233,0.884087,0.796761,0.79501,0.790571
0.1234,0.883998,0.796682,0.794931,0.790492
0.1235,0.88391,0.796602,0.794851,0.790413
0.1236,0.883822,0.796522,0.794772,0.790334
0.1237,0.883733,0.796443,0.794693,0.790255
0.1238,0.883645,0.796363,0.794613,0.790176
0.1239,0.883557,0.796284,0.794534,0.790097
0.124,0.883468,0.796204,0.794454,0.790018
0.1241,0.88338,0.796124,0.794375,0.789939
0.1242,0.883292,0.796045,0.794295,0.78986
0.1243,0.883203,0.795965,0.794216,0.789781
0.1244,0.883115,0.795885,0.794136,0.789702
0.1245,0.883027,0.795806,0.794057,0.789623
0.1246,0.882938,0.795726,0.793978,0.789544
0.1247,0.88285,0.795647,0.793898,0.789465
0.1248,0.882762,0.795567,0.793819,0.789386
0.1249,0.882673,0.795488,0.793739,0.789307
0.125,0.882585,0.795408,0.79366,0.789228
0.1251,0.882497,0.795329,0.793581,0.789149
0.1252,0.882409,0.795249,0.793501,0.78907
0.1253,0.88232,0.795169,0.793422,0.788991
0.1254,0.882232,0.79509,0.793343,0.788912
0.1255,0.882144,0.79501,0.793263,0.788834
0.1256,0.882056,0.794931,0.793184,0.788755
0.1257,0.881968,0.794851,0.793105,0.788676
0.1258,0.881879,0.794772,0.793025,0.788597
0.1259,0.881791,0.794693,0.792946,0.788518
0.126,0.881703,0.794613,0.792867,0.788439
0.1261,0.881615,0.794534,0.792788,0.78836
0.1262,0.881527,0.794454,0.792708,0.788282
0.1263,0.881439,0.794375,0.792629,0.788203
0.1264,0.88135,0.794295,0.79255,0.788124
0.1265,0.881262,0.794216,0.79247,0.788045
0.1266,0.881174,0.794136,0.792391,0.787966
0.1267,0.881086,0.794057,0.792312,0.787887
0.1268,0.880998,0.793978,0.792233,0.787809
0.1269,0.88091,0.793898,0.792154,0.78773
0.127,0.880822,0.793819,0.792074,0.787651
0.1271,0.880734,0.793739,0.791995,0.787572
0.1272,0.880646,0.79366,0.791916,0.787494
0.1273,0.880558,0.793581,0.791837,0.787415
0.1274,0.880469,0.793501,0.791758,0.787336
0.1275,0.880381,0.793422,0.791678,0.787257
0.1276,0.880293,0.793343,0.791599,0.787179
0.1277,0.880205,0.793263,0.79152,0.7871
0.1278,0.880117,0.793184,0.791441,0.787021
0.1279,0.880029,0.793105,0.791362,0.786943
0.128,0.879941,0.793025,0.791283,0.786864
0.1281,0.879853,0.792946,0.791204,0.786785
0.1282,0.879765,0.792867,0.791124,0.786707
0.1283,0.879677,0.792788,0.791045,0.786628
0.1284,0.879589,0.792708,0.790966,0.786549
0.1285,0.879502,0.792629,0.790887,0.786471
0.1286,0.879414,0.79255,0.790808,0.786392
0.1287,0.879326,0.79247,0.790729,0.786313
0.1288,0.879238,0.792391,0.79065,0.786235
0.1289,0.87915,0.792312,0.790571,0.786156
0.129,0.879062,0.792233,0.790492,0.786077
0.1291,0.878974,0.792154,0.790413,0.785999
0.1292,0.878886,0.792074,0.790334,0.78592
0.1293,0.878798,0.791995,0.790255,0.785842
0.1294,0.87871,0.791916,0.790176,0.785763
0.1295,0.878622,0.791837,0.790097,0.785684
0.1296,0.878535,0.791758,0.790018,0.785606
0.1297,0.878447,0.791678,0.789939,0.785527
0.1298,0.878359,0.791599,0.78986,0.785449
0.1299,0.878271,0.79152,0.789781,0.78537
0.13,0.878183,0.791441,0.789702,0.785292
0.1301,0.878095,0.791362,0.789623,0.785213
0.1302,0.878008,0.791283,0.789544,0.785135
0.1303,0.87792,0.791204,0.789465,0.785056
0.1304,0.877832,0.791124,0.789386,0.784978
0.1305,0.877744,0.791045,0.789307,0.784899
0.1306,0.877656,0.790966,0.789228,0.784821
0.1307,0.877569,0.790887,0.789149,0.784742
0.1308,0.877481,0.790808,0.78907,0.784664
0.1309,0.877393,0.790729,0.788991,0.784585
0.131,0.877306,0.79065,0.788912,0.784507
0.1311,0.877218,0.790571,0.788834,0.784428
0.1312,0.87713,0.790492,0.788755,0.78435
0.1313,0.877042,0.790413,0.788676,0.784272
0.1314,0.876955,0.790334,0.788597,0.784193
0.1315,0.876867,0.790255,0.788518,0.784115
0.1316,0.876779,0.790176,0.788439,0.784036
0.1317,0.876692,0.790097,0.78836,0.783958
0.1318,0.876604,0.790018,0.788282,0.783879
0.1319,0.876516,0.789939,0.788203,0.783801
0.132,0.876429,0.78986,0.788124,0.783723
0.1321,0.876341,0.789781,0.788045,0.783644
0.1322,0.876253,0.789702,0.787966,0.783566
0.1323,0.876166,0.789623,0.787887,0.783488
0.1324,0.876078,0.789544,0.787809,0.783409
0.1325,0.875991,0.789465,0.78773,0.783331
0.1326,0.875903,0.789386,0.787651,0.783253
0.1327,0.875815,0.789307,0.787572,0.783174
0.1328,0.875728,0.789228,0.787494,0.783096
0.1329,0.87564,0.789149,0.787415,0.783018
0.133,0.875553,0.78907,0.787336,0.782939
0.1331,0.875465,0.788991,0.787257,0.782861
0.1332,0.875378,0.788912,0.787179,0.782783
0.1333,0.87529,0.788834,0.7871,0.782705
0.1334,0.875202,0.788755,0.787021,0.782626
0.1335,0.875115,0.788676,0.786943,0.782548
0.1336,0.875027,0.788597,0.786864,0.78247
0.1337,0.87494,0.788518,0.786785,0.782392
0.1338,0.874852,0.788439,0.786707,0.782313
0.1339,0.874765,0.78836,0.786628,0.782235
0.134,0.874678,0.788282,0.786549,0.782157
0.1341,0.87459,0.788203,0.786471,0.782079
0.1342,0.874503,0.788124,0.786392,0.782
0.1343,0.874415,0.788045,0.786313,0.781922
0.1344,0.874328,0.787966,0.786235,0.781844
0.1345,0.87424,0.787887,0.786156,0.781766
0.1346,0.874153,0.787809,0.786077,0.781688
0.1347,0.874065,0.78773,0.785999,0.78161
0.1348,0.873978,0.787651,0.78592,0.781531
0.1349,0.873891,0.787572,0.785842,0.781453
0.135,0.873803,0.787494,0.785763,0.781375
0.1351,0.873716,0.787415,0.785684,0.781297
0.1352,0.873629,0.787336,0.785606,0.781219
0.1353,0.873541,0.787257,0.785527,0.781141
0.1354,0.873454,0.787179,0.785449,0.781063
0.1355,0.873366,0.7871,0.78537,0.780984
0.1356,0.873279,0.787021,0.785292,0.780906
0.1357,0.873192,0.786943,0.785213,0.780828
0.1358,0.873105,0.786864,0.785135,0.78075
0.1359,0.873017,0.786785,0.785056,0.780672
0.136,0.87293,0.786707,0.784978,0.780594
0.1361,0.872843,0.786628,0.784899,0.780516
0.1362,0.872755,0.786549,0.784821,0.780438
0.1363,0.872668,0.786471,0.784742,0.78036
0.1364,0.872581,0.786392,0.784664,0.780282
0.1365,0.872494,0.786313,0.784585,0.780204
0.1366,0.872406,0.786235,0.784507,0.780126
0.1367,0.872319,0.786156,0.784428,0.780048
0.1368,0.872232,0.786077,0.78435,0.77997
0.1369,0.872145,0.785999,0.784272,0.779892
0.137,0.872057,0.78592,0.784193,0.779814
0.1371,0.87197,0.785842,0.784115,0.779736
0.1372,0.871883,0.785763,0.784036,0.779658
0.1373,0.871796,0.785684,0.783958,0.77958
0.1374,0.871709,0.785606,0.783879,0.779502
0.1375,0.871622,0.785527,0.783801,0.779424
0.1376,0.871534,0.785449,0.783723,0.779346
0.1377,0.871447,0.78537,0.783644,0.779268
0.1378,0.87136,0.785292,0.783566,0.77919
0.1379,0.871273,0.785213,0.783488,0.779112
0.138,0.871186,0.785135,0.783409,0.779034
0.1381,0.871099,0.785056,0.783331,0.778957
0.1382,0.871012,0.784978,0.783253,0.778879
0.1383,0.870924,0.784899,0.783174,0.778801
0.1384,0.870837,0.784821,0.783096,0.778723
0.1385,0.87075,0.784742,0.783018,0.778645
0.1386,0.870663,0.784664,0.782939,0.778567
0.1387,0.870576,0.784585,0.782861,0.778489
0.1388,0.870489,0.784507,0.782783,0.778411
0.1389,0.870402,0.784428,0.782705,0.778334
0.139,0.870315,0.78435,0.782626,0.778256
0.1391,0.870228,0.784272,0.782548,0.778178
0.1392,0.870141,0.784193,0.78247,0.7781
0.1393,0.870054,0.784115,0.782392,0.778022
0.1394,0.869967,0.784036,0.782313,0.777945
0.1395,0.86988,0.783958,0.782235,0.777867
0.1396,0.869793,0.783879,0.782157,0.777789
0.1397,0.869706,0.783801,0.782079,0.777711
0.1398,0.869619,0.783723,0.782,0.777633
0.1399,0.869532,0.783644,0.781922,0.777556
0.14,0.869445,0.783566,0.781844,0.777478
0.1401,0.869358,0.783488,0.781766,0.7774
0.1402,0.869271,0.783409,0.781688,0.777322
0.1403,0.869184,0.783331,0.78161,0.777245
0.1404,0.869097,0.783253,0.781531,0.777167
0.1405,0.869011,0.783174,0.781453,0.777089
0.1406,0.868924,0.783096,0.781375,0.777012
0.1407,0.868837,0.783018,0.781297,0.776934
0.1408,0.86875,0.782939,0.781219,0.776856
0.1409,0.868663,0.782861,0.781141,0.776779
0.141,0.868576,0.782783,0.781063,0.776701
0.1411,0.868489,0.782705,0.780984,0.776623
0.1412,0.868402,0.782626,0.780906,0.776546
0.1413,0.868316,0.782548,0.780828,0.776468
0.1414,0.868229,0.78247,0.78075,0.77639
0.1415,0.868142,0.782392,0.780672,0.776313
0.1416,0.868055,0.782313,0.780594,0.776235
0.1417,0.867968,0.782235,0.780516,0.776157
0.1418,0.867882,0.782157,0.780438,0.77608
0.1419,0.867795,0.782079,0.78036,0.776002
0.142,0.867708,0.782,0.780282,0.775925
0.1421,0.867621,0.781922,0.780204,0.775847
0.1422,0.867534,0.781844,0.780126,0.775769
0.1423,0.867448,0.781766,0.780048,0.775692
0.1424,0.867361,0.781688,0.77997,0.775614
0.1425,0.867274,0.78161,0.779892,0.775537
0.1426,0.867188,0.781531,0.779814,0.775459
0.1427,0.867101,0.781453,0.779736,0.775382
0.1428,0.867014,0.781375,0.779658,0.775304
0.1429,0.866927,0.781297,0.77958,0.775227
0.143,0.866841,0.781219,0.779502,0.775149
0.1431,0.866754,0.781141,0.779424,0.775071
0.1432,0.866667,0.781063,0.779346,0.774994
0.1433,0.866581,0.780984,0.779268,0.774916
0.1434,0.866494,0.780906,0.77919,0.774839
0.1435,0.866407,0.780828,0.779112,0.774762
0.1436,0.866321,0.78075,0.779034,0.774684
0.1437,0.866234,0.780672,0.778957,0.774607
0.1438,0.866148,0.780594,0.778879,0.774529
0.1439,0.866061,0.780516,0.778801,0.774452
0.144,0.865974,0.780438,0.778723,0.774374
0.1441,0.865888,0.78036,0.778645,0.774297
0.1442,0.865801,0.780282,0.778567,0.774219
0.1443,0.865715,0.780204,0.778489,0.774142
0.1444,0.865628,0.780126,0.778411,0.774065
0.1445,0.865541,0.780048,0.778334,0.773987
0.1446,0.865455,0.77997,0.778256,0.77391
0.1447,0.865368,0.779892,0.778178,0.773832
0.1448,0.865282,0.779814,0.7781,0.773755
0.1449,0.865195,0.779736,0.778022,0.773678
0.145,0.865109,0.779658,0.777945,0.7736
0.1451,0.865022,0.77958,0.777867,0.773523
0.1452,0.864936,0.779502,0.777789,0.773446
0.1453,0.864849,0.779424,0.777711,0.773368
0.1454,0.864763,0.779346,0.777633,0.773291
0.1455,0.864676,0.779268,0.777556,0.773214
0.1456,0.86459,0.77919,0.777478,0.773136
0.1457,0.864503,0.779112,0.7774,0.773059
0.1458,0.864417,0.779034,0.777322,0.772982
0.1459,0.864331,0.778957,0.777245,0.772904
0.146,0.864244,0.778879,0.777167,0.772827
0.1461,0.864158,0.778801,0.777089,0.77275
0.1462,0.864071,0.778723,0.777012,0.772672
0.1463,0.863985,0.778645,0.776934,0.772595
0.1464,0.863898,0.778567,0.776856,0.772518
0.1465,0.863812,0.778489,0.776779,0.772441
0.1466,0.863726,0.778411,0.776701,0.772363
0.1467,0.863639,0.778334,0.776623,0.772286
0.1468,0.863553,0.778256,0.776546,0.772209
0.1469,0.863467,0.778178,0.776468,0.772132
0.147,0.86338,0.7781,0.77639,0.772055
0.1471,0.863294,0.778022,0.776313,0.771977
0.1472,0.863208,0.777945,0.776235,0.7719
0.1473,0.863121,0.777867,0.776157,0.771823
0.1474,0.863035,0.777789,0.77608,0.771746
0.1475,0.862949,0.777711,0.776002,0.771669
0.1476,0.862862,0.777633,0.775925,0.771592
0.1477,0.862776,0.777556,0.775847,0.771514
0.1478,0.86269,0.777478,0.775769,0.771437
0.1479,0.862604,0.7774,0.775692,0.77136
0.148,0.862517,0.777322,0.775614,0.771283
0.1481,0.862431,0.777245,0.775537,0.771206
0.1482,0.862345,0.777167,0.775459,0.771129
0.1483,0.862259,0.777089,0.775382,0.771052
0.1484,0.862172,0.777012,0.775304,0.770974
0.1485,0.862086,0.776934,0.775227,0.770897
0.1486,0.862,0.776856,0.775149,0.77082
0.1487,0.861914,0.776779,0.775071,0.770743
0.1488,0.861828,0.776701,0.774994,0.770666
0.1489,0.861741,0.776623,0.774916,0.770589
0.149,0.861655,0.776546,0.774839,0.770512
0.1491,0.861569,0.776468,0.774762,0.770435
0.1492,0.861483,0.77639,0.774684,0.770358
0.1493,0.861397,0.776313,0.774607,0.770281
0.1494,0.861311,0.776235,0.774529,0.770204
0.1495,0.861225,0.776157,0.774452,0.770127
0.1496,0.861138,0.77608,0.774374,0.77005
0.1497,0.861052,0.776002,0.774297,0.769973
0.1498,0.860966,0.775925,0.774219,0.769896
0.1499,0.86088,0.775847,0.774142,0.769819
0.15,0.860794,0.775769,0.774065,0.769742
0.1501,0.860708,0.775692,0.773987,0.769665
0.1502,0.860622,0.775614,0.77391,0.769588
0.1503,0.860536,0.775537,0.773832,0.769511
0.1504,0.86045,0.775459,0.773755,0.769434
0.1505,0.860364,0.775382,0.773678,0.769357
0.1506,0.860278,0.775304,0.7736,0.76928
0.1507,0.860192,0.775227,0.773523,0.769203
0.1508,0.860106,0.775149,0.773446,0.769126
0.1509,0.86002,0.775071,0.773368,0.769049
0.151,0.859934,0.774994,0.773291,0.768973
0.1511,0.859848,0.774916,0.773214,0.768896
0.1512,0.859762,0.774839,0.773136,0.768819
0.1513,0.859676,0.774762,0.773059,0.768742
0.1514,0.85959,0.774684,0.772982,0.768665
0.1515,0.859504,0.774607,0.772904,0.768588
0.1516,0.859418,0.774529,0.772827,0.768511
0.1517,0.859332,0.774452,0.77275,0.768434
0.1518,0.859246,0.774374,0.772672,0.768358
0.1519,0.85916,0.774297,0.772595,0.768281
0.152,0.859074,0.774219,0.772518,0.768204
0.1521,0.858988,0.774142,0.772441,0.768127
0.1522,0.858902,0.774065,0.772363,0.76805
0.1523,0.858817,0.773987,0.772286,0.767974
0.1524,0.858731,0.77391,0.772209,0.767897
0.1525,0.858645,0.773832,0.772132,0.76782
0.1526,0.858559,0.773755,0.772055,0.767743
0.1527,0.858473,0.773678,0.771977,0.767666
0.1528,0.858387,0.7736,0.7719,0.76759
0.1529,0.858301,0.773523,0.771823,0.767513
0.153,0.858216,0.773446,0.771746,0.767436
0.1531,0.85813,0.773368,0.771669,0.767359
0.1532,0.858044,0.773291,0.771592,0.767283
0.1533,0.857958,0.773214,0.771514,0.767206
0.1534,0.857872,0.773136,0.771437,0.767129
0.1535,0.857787,0.773059,0.77136,0.767053
0.1536,0.857701,0.772982,0.771283,0.766976
0.1537,0.857615,0.772904,0.771206,0.766899
0.1538,0.857529,0.772827,0.771129,0.766822
0.1539,0.857443,0.77275,0.771052,0.766746
0.154,0.857358,0.772672,0.770974,0.766669
0.1541,0.857272,0.772595,0.770897,0.766592
0.1542,0.857186,0.772518,0.77082,0.766516
0.1543,0.857101,0.772441,0.770743,0.766439
0.1544,0.857015,0.772363,0.770666,0.766362
0.1545,0.856929,0.772286,0.770589,0.766286
0.1546,0.856843,0.772209,0.770512,0.766209
0.1547,0.856758,0.772132,0.770435,0.766133
0.1548,0.856672,0.772055,0.770358,0.766056
0.1549,0.856586,0.771977,0.770281,0.765979
0.155,0.856501,0.7719,0.770204,0.765903
0.1551,0.856415,0.771823,0.770127,0.765826
0.1552,0.85633,0.771746,0.77005,0.76575
0.1553,0.856244,0.771669,0.769973,0.765673
0.1554,0.856158,0.771592,0.769896,0.765597
0.1555,0.856073,0.771514,0.769819,0.76552
0.1556,0.855987,0.771437,0.769742,0.765443
0.1557,0.855901,0.77136,0.769665,0.765367
0.1558,0.855816,0.771283,0.769588,0.76529
0.1559,0.85573,0.771206,0.769511,0.765214
0.156,0.855645,0.771129,0.769434,0.765137
0.1561,0.855559,0.771052,0.769357,0.765061
0.1562,0.855474,0.770974,0.76928,0.764984
0.1563,0.855388,0.770897,0.769203,0.764908
0.1564,0.855303,0.77082,0.769126,0.764831
0.1565,0.855217,0.770743,0.769049,0.764755
0.1566,0.855132,0.770666,0.768973,0.764678
0.1567,0.855046,0.770589,0.768896,0.764602
0.1568,0.854961,0.770512,0.768819,0.764525
0.1569,0.854875,0.770435,0.768742,0.764449
0.157,0.85479,0.770358,0.768665,0.764373
0.1571,0.854704,0.770281,0.768588,0.764296
0.1572,0.854619,0.770204,0.768511,0.76422
0.1573,0.854533,0.770127,0.768434,0.764143
0.1574,0.854448,0.77005,0.768358,0.764067
0.1575,0.854362,0.769973,0.768281,0.76399
0.1576,0.854277,0.769896,0.768204,0.763914
0.1577,0.854191,0.769819,0.768127,0.763838
0.1578,0.854106,0.769742,0.76805,0.763761
0.1579,0.854021,0.769665,0.767974,0.763685
0.158,0.853935,0.769588,0.767897,0.763609
0.1581,0.85385,0.769511,0.76782,0.763532
0.1582,0.853764,0.769434,0.767743,0.763456
0.1583,0.853679,0.769357,0.767666,0.763379
0.1584,0.853594,0.76928,0.76759,0.763303
